Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 296 | GridSize: 17
Generation 2 | Revalues: 500 | GridSize: 32
Generation 3 | Revalues: 710 | GridSize: 31
Generation 4 | Revalues: 922 | GridSize: 35
Generation 5 | Revalues: 1120 | GridSize: 48
Generation 6 | Revalues: 1348 | GridSize: 56
Generation 7 | Revalues: 1522 | GridSize: 55
Generation 8 | Revalues: 1710 | GridSize: 44
Generation 9 | Revalues: 1910 | GridSize: 49
Generation 10 | Revalues: 2102 | GridSize: 56
Generation 11 | Revalues: 2296 | GridSize: 58
Generation 12 | Revalues: 2494 | GridSize: 53
Generation 13 | Revalues: 2676 | GridSize: 56
Generation 14 | Revalues: 2894 | GridSize: 52
Generation 15 | Revalues: 3088 | GridSize: 55
Generation 16 | Revalues: 3286 | GridSize: 53
Generation 17 | Revalues: 3480 | GridSize: 59
Generation 18 | Revalues: 3654 | GridSize: 60
Generation 19 | Revalues: 3842 | GridSize: 64
Generation 20 | Revalues: 4046 | GridSize: 65
Generation 21 | Revalues: 4244 | GridSize: 69
Generation 22 | Revalues: 4454 | GridSize: 80
Generation 23 | Revalues: 4656 | GridSize: 76
Generation 24 | Revalues: 4862 | GridSize: 71
Generation 25 | Revalues: 5034 | GridSize: 73
Generation 26 | Revalues: 5222 | GridSize: 74
Generation 27 | Revalues: 5418 | GridSize: 74
Generation 28 | Revalues: 5638 | GridSize: 82
Generation 29 | Revalues: 5832 | GridSize: 79
Generation 30 | Revalues: 6032 | GridSize: 80
Generation 31 | Revalues: 6244 | GridSize: 79
Generation 32 | Revalues: 6440 | GridSize: 76
Generation 33 | Revalues: 6624 | GridSize: 78
Generation 34 | Revalues: 6826 | GridSize: 82
Generation 35 | Revalues: 7046 | GridSize: 89
Generation 36 | Revalues: 7244 | GridSize: 88
Generation 37 | Revalues: 7468 | GridSize: 91
Generation 38 | Revalues: 7666 | GridSize: 95
Generation 39 | Revalues: 7854 | GridSize: 95
Generation 40 | Revalues: 8050 | GridSize: 91
Generation 41 | Revalues: 8254 | GridSize: 95
Generation 42 | Revalues: 8462 | GridSize: 94
Generation 43 | Revalues: 8684 | GridSize: 94
Generation 44 | Revalues: 8894 | GridSize: 91
Generation 45 | Revalues: 9094 | GridSize: 89
Generation 46 | Revalues: 9322 | GridSize: 86
Generation 47 | Revalues: 9526 | GridSize: 85
Generation 48 | Revalues: 9702 | GridSize: 92
Generation 49 | Revalues: 9886 | GridSize: 88
Generation 50 | Revalues: 10074 | GridSize: 90
Generation 51 | Revalues: 10266 | GridSize: 90
Generation 52 | Revalues: 10476 | GridSize: 92
Generation 53 | Revalues: 10692 | GridSize: 93
Generation 54 | Revalues: 10884 | GridSize: 98
Generation 55 | Revalues: 11092 | GridSize: 101
Generation 56 | Revalues: 11322 | GridSize: 97
Generation 57 | Revalues: 11528 | GridSize: 101
Generation 58 | Revalues: 11716 | GridSize: 98
Generation 59 | Revalues: 11926 | GridSize: 103
Generation 60 | Revalues: 12086 | GridSize: 106
Generation 61 | Revalues: 12270 | GridSize: 107
Generation 62 | Revalues: 12462 | GridSize: 103
Generation 63 | Revalues: 12672 | GridSize: 100
Generation 64 | Revalues: 12902 | GridSize: 102
Generation 65 | Revalues: 13108 | GridSize: 104
Generation 66 | Revalues: 13292 | GridSize: 100
Generation 67 | Revalues: 13500 | GridSize: 97
Generation 68 | Revalues: 13704 | GridSize: 95
Generation 69 | Revalues: 13904 | GridSize: 85
Generation 70 | Revalues: 14088 | GridSize: 84
Generation 71 | Revalues: 14296 | GridSize: 84
Generation 72 | Revalues: 14504 | GridSize: 83
Generation 73 | Revalues: 14718 | GridSize: 93
Generation 74 | Revalues: 14932 | GridSize: 100
Generation 75 | Revalues: 15126 | GridSize: 101
Generation 76 | Revalues: 15324 | GridSize: 104
Generation 77 | Revalues: 15530 | GridSize: 107
Generation 78 | Revalues: 15712 | GridSize: 103
Generation 79 | Revalues: 15930 | GridSize: 101
Generation 80 | Revalues: 16138 | GridSize: 101
Generation 81 | Revalues: 16320 | GridSize: 100
Generation 82 | Revalues: 16514 | GridSize: 104
Generation 83 | Revalues: 16718 | GridSize: 104
Generation 84 | Revalues: 16940 | GridSize: 107
Generation 85 | Revalues: 17144 | GridSize: 116
Generation 86 | Revalues: 17334 | GridSize: 115
Generation 87 | Revalues: 17552 | GridSize: 117
Generation 88 | Revalues: 17770 | GridSize: 118
Generation 89 | Revalues: 17952 | GridSize: 119
Generation 90 | Revalues: 18140 | GridSize: 118
Generation 91 | Revalues: 18322 | GridSize: 114
Generation 92 | Revalues: 18518 | GridSize: 113
Generation 93 | Revalues: 18736 | GridSize: 114
Generation 94 | Revalues: 18942 | GridSize: 115
Generation 95 | Revalues: 19144 | GridSize: 119
Generation 96 | Revalues: 19338 | GridSize: 116
Generation 97 | Revalues: 19536 | GridSize: 117
Generation 98 | Revalues: 19714 | GridSize: 119
Generation 99 | Revalues: 19922 | GridSize: 124
Generation 100 | Revalues: 20120 | GridSize: 131
Generation 101 | Revalues: 20268 | GridSize: 125
Generation 102 | Revalues: 20484 | GridSize: 116
