Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 300 | GridSize: 15
Generation 2 | Revalues: 534 | GridSize: 18
Generation 3 | Revalues: 718 | GridSize: 11
Generation 4 | Revalues: 930 | GridSize: 12
Generation 5 | Revalues: 1142 | GridSize: 14
Generation 6 | Revalues: 1348 | GridSize: 14
Generation 7 | Revalues: 1530 | GridSize: 17
Generation 8 | Revalues: 1726 | GridSize: 23
Generation 9 | Revalues: 1932 | GridSize: 26
Generation 10 | Revalues: 2124 | GridSize: 22
Generation 11 | Revalues: 2296 | GridSize: 19
Generation 12 | Revalues: 2522 | GridSize: 22
Generation 13 | Revalues: 2716 | GridSize: 26
Generation 14 | Revalues: 2938 | GridSize: 33
Generation 15 | Revalues: 3168 | GridSize: 35
Generation 16 | Revalues: 3360 | GridSize: 38
Generation 17 | Revalues: 3574 | GridSize: 42
Generation 18 | Revalues: 3758 | GridSize: 36
Generation 19 | Revalues: 3988 | GridSize: 41
Generation 20 | Revalues: 4178 | GridSize: 37
Generation 21 | Revalues: 4344 | GridSize: 43
Generation 22 | Revalues: 4548 | GridSize: 45
Generation 23 | Revalues: 4738 | GridSize: 40
Generation 24 | Revalues: 4914 | GridSize: 41
Generation 25 | Revalues: 5120 | GridSize: 46
Generation 26 | Revalues: 5310 | GridSize: 46
Generation 27 | Revalues: 5520 | GridSize: 45
Generation 28 | Revalues: 5708 | GridSize: 49
Generation 29 | Revalues: 5908 | GridSize: 47
Generation 30 | Revalues: 6092 | GridSize: 44
Generation 31 | Revalues: 6298 | GridSize: 42
Generation 32 | Revalues: 6502 | GridSize: 34
Generation 33 | Revalues: 6704 | GridSize: 34
Generation 34 | Revalues: 6912 | GridSize: 35
Generation 35 | Revalues: 7122 | GridSize: 38
Generation 36 | Revalues: 7302 | GridSize: 39
Generation 37 | Revalues: 7502 | GridSize: 43
Generation 38 | Revalues: 7690 | GridSize: 44
Generation 39 | Revalues: 7880 | GridSize: 48
Generation 40 | Revalues: 8078 | GridSize: 51
Generation 41 | Revalues: 8266 | GridSize: 47
Generation 42 | Revalues: 8482 | GridSize: 51
Generation 43 | Revalues: 8698 | GridSize: 51
Generation 44 | Revalues: 8908 | GridSize: 53
Generation 45 | Revalues: 9102 | GridSize: 43
Generation 46 | Revalues: 9290 | GridSize: 46
Generation 47 | Revalues: 9502 | GridSize: 46
Generation 48 | Revalues: 9680 | GridSize: 47
Generation 49 | Revalues: 9854 | GridSize: 48
Generation 50 | Revalues: 10084 | GridSize: 46
Generation 51 | Revalues: 10290 | GridSize: 46
Generation 52 | Revalues: 10498 | GridSize: 46
Generation 53 | Revalues: 10688 | GridSize: 48
Generation 54 | Revalues: 10904 | GridSize: 50
Generation 55 | Revalues: 11104 | GridSize: 51
Generation 56 | Revalues: 11312 | GridSize: 51
Generation 57 | Revalues: 11526 | GridSize: 49
Generation 58 | Revalues: 11732 | GridSize: 50
Generation 59 | Revalues: 11942 | GridSize: 51
Generation 60 | Revalues: 12128 | GridSize: 54
Generation 61 | Revalues: 12358 | GridSize: 51
Generation 62 | Revalues: 12536 | GridSize: 55
Generation 63 | Revalues: 12724 | GridSize: 48
Generation 64 | Revalues: 12914 | GridSize: 44
Generation 65 | Revalues: 13104 | GridSize: 45
Generation 66 | Revalues: 13304 | GridSize: 46
Generation 67 | Revalues: 13500 | GridSize: 46
Generation 68 | Revalues: 13714 | GridSize: 47
Generation 69 | Revalues: 13916 | GridSize: 46
Generation 70 | Revalues: 14122 | GridSize: 43
Generation 71 | Revalues: 14322 | GridSize: 47
Generation 72 | Revalues: 14516 | GridSize: 48
Generation 73 | Revalues: 14692 | GridSize: 48
Generation 74 | Revalues: 14916 | GridSize: 50
Generation 75 | Revalues: 15112 | GridSize: 47
Generation 76 | Revalues: 15294 | GridSize: 49
Generation 77 | Revalues: 15472 | GridSize: 50
Generation 78 | Revalues: 15676 | GridSize: 53
Generation 79 | Revalues: 15872 | GridSize: 57
Generation 80 | Revalues: 16060 | GridSize: 54
Generation 81 | Revalues: 16260 | GridSize: 55
Generation 82 | Revalues: 16448 | GridSize: 52
Generation 83 | Revalues: 16670 | GridSize: 55
Generation 84 | Revalues: 16870 | GridSize: 56
Generation 85 | Revalues: 17082 | GridSize: 55
Generation 86 | Revalues: 17280 | GridSize: 54
Generation 87 | Revalues: 17490 | GridSize: 57
Generation 88 | Revalues: 17680 | GridSize: 59
Generation 89 | Revalues: 17888 | GridSize: 60
Generation 90 | Revalues: 18086 | GridSize: 61
Generation 91 | Revalues: 18282 | GridSize: 63
Generation 92 | Revalues: 18508 | GridSize: 64
Generation 93 | Revalues: 18704 | GridSize: 65 | LOCAL SEARCH EXECUTED
Generation 94 | Revalues: 330622 | GridSize: 294
Generation 95 | Revalues: 330822 | GridSize: 294
Generation 96 | Revalues: 331018 | GridSize: 294
Generation 97 | Revalues: 331220 | GridSize: 294 | LOCAL SEARCH EXECUTED
