Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 314 | GridSize: 18
Generation 2 | Revalues: 498 | GridSize: 20
Generation 3 | Revalues: 738 | GridSize: 28
Generation 4 | Revalues: 934 | GridSize: 38
Generation 5 | Revalues: 1136 | GridSize: 30
Generation 6 | Revalues: 1346 | GridSize: 33
Generation 7 | Revalues: 1544 | GridSize: 32
Generation 8 | Revalues: 1734 | GridSize: 33
Generation 9 | Revalues: 1922 | GridSize: 34
Generation 10 | Revalues: 2120 | GridSize: 37
Generation 11 | Revalues: 2302 | GridSize: 42
Generation 12 | Revalues: 2510 | GridSize: 41
Generation 13 | Revalues: 2726 | GridSize: 44
Generation 14 | Revalues: 2914 | GridSize: 50
Generation 15 | Revalues: 3136 | GridSize: 52
Generation 16 | Revalues: 3324 | GridSize: 52
Generation 17 | Revalues: 3528 | GridSize: 64
Generation 18 | Revalues: 3728 | GridSize: 64
Generation 19 | Revalues: 3936 | GridSize: 64
Generation 20 | Revalues: 4142 | GridSize: 62
Generation 21 | Revalues: 4340 | GridSize: 60
Generation 22 | Revalues: 4536 | GridSize: 54
Generation 23 | Revalues: 4716 | GridSize: 49
Generation 24 | Revalues: 4902 | GridSize: 48
Generation 25 | Revalues: 5106 | GridSize: 53
Generation 26 | Revalues: 5322 | GridSize: 60
Generation 27 | Revalues: 5522 | GridSize: 59
Generation 28 | Revalues: 5708 | GridSize: 53
Generation 29 | Revalues: 5900 | GridSize: 52
Generation 30 | Revalues: 6100 | GridSize: 60
Generation 31 | Revalues: 6260 | GridSize: 66
Generation 32 | Revalues: 6464 | GridSize: 63
Generation 33 | Revalues: 6646 | GridSize: 64
Generation 34 | Revalues: 6852 | GridSize: 66
Generation 35 | Revalues: 7048 | GridSize: 63
Generation 36 | Revalues: 7244 | GridSize: 62
Generation 37 | Revalues: 7428 | GridSize: 59
Generation 38 | Revalues: 7632 | GridSize: 61
Generation 39 | Revalues: 7824 | GridSize: 61
Generation 40 | Revalues: 8016 | GridSize: 53
Generation 41 | Revalues: 8210 | GridSize: 58
Generation 42 | Revalues: 8392 | GridSize: 60
Generation 43 | Revalues: 8586 | GridSize: 64
Generation 44 | Revalues: 8808 | GridSize: 63
Generation 45 | Revalues: 9012 | GridSize: 59
Generation 46 | Revalues: 9220 | GridSize: 59
Generation 47 | Revalues: 9428 | GridSize: 62
Generation 48 | Revalues: 9632 | GridSize: 63
Generation 49 | Revalues: 9844 | GridSize: 60
Generation 50 | Revalues: 10062 | GridSize: 55
Generation 51 | Revalues: 10246 | GridSize: 52
Generation 52 | Revalues: 10436 | GridSize: 61
Generation 53 | Revalues: 10640 | GridSize: 59
Generation 54 | Revalues: 10834 | GridSize: 63
Generation 55 | Revalues: 11026 | GridSize: 57
Generation 56 | Revalues: 11210 | GridSize: 60
Generation 57 | Revalues: 11408 | GridSize: 56
Generation 58 | Revalues: 11606 | GridSize: 50
Generation 59 | Revalues: 11814 | GridSize: 55
Generation 60 | Revalues: 12026 | GridSize: 58
Generation 61 | Revalues: 12232 | GridSize: 61
Generation 62 | Revalues: 12450 | GridSize: 61
Generation 63 | Revalues: 12662 | GridSize: 64
Generation 64 | Revalues: 12850 | GridSize: 67
Generation 65 | Revalues: 13032 | GridSize: 72
Generation 66 | Revalues: 13216 | GridSize: 68
Generation 67 | Revalues: 13432 | GridSize: 64
Generation 68 | Revalues: 13636 | GridSize: 71
Generation 69 | Revalues: 13850 | GridSize: 71
Generation 70 | Revalues: 14040 | GridSize: 68
Generation 71 | Revalues: 14226 | GridSize: 63
Generation 72 | Revalues: 14430 | GridSize: 63
Generation 73 | Revalues: 14646 | GridSize: 63
Generation 74 | Revalues: 14848 | GridSize: 62
Generation 75 | Revalues: 15056 | GridSize: 61
Generation 76 | Revalues: 15246 | GridSize: 62
Generation 77 | Revalues: 15472 | GridSize: 62
Generation 78 | Revalues: 15688 | GridSize: 72
Generation 79 | Revalues: 15870 | GridSize: 72
Generation 80 | Revalues: 16052 | GridSize: 78
Generation 81 | Revalues: 16256 | GridSize: 74
Generation 82 | Revalues: 16470 | GridSize: 75
Generation 83 | Revalues: 16656 | GridSize: 71
Generation 84 | Revalues: 16824 | GridSize: 81
Generation 85 | Revalues: 17048 | GridSize: 75
Generation 86 | Revalues: 17254 | GridSize: 76
Generation 87 | Revalues: 17440 | GridSize: 78
Generation 88 | Revalues: 17640 | GridSize: 79
Generation 89 | Revalues: 17826 | GridSize: 83
Generation 90 | Revalues: 18022 | GridSize: 79
Generation 91 | Revalues: 18218 | GridSize: 72
Generation 92 | Revalues: 18414 | GridSize: 75
Generation 93 | Revalues: 18626 | GridSize: 78
Generation 94 | Revalues: 18824 | GridSize: 70
Generation 95 | Revalues: 19034 | GridSize: 68
Generation 96 | Revalues: 19210 | GridSize: 75
Generation 97 | Revalues: 19412 | GridSize: 72
Generation 98 | Revalues: 19612 | GridSize: 73
Generation 99 | Revalues: 19804 | GridSize: 79
Generation 100 | Revalues: 19998 | GridSize: 77
Generation 101 | Revalues: 20200 | GridSize: 85
Generation 102 | Revalues: 20414 | GridSize: 90
Generation 103 | Revalues: 20642 | GridSize: 96
Generation 104 | Revalues: 20834 | GridSize: 95
Generation 105 | Revalues: 21022 | GridSize: 94
Generation 106 | Revalues: 21226 | GridSize: 90
Generation 107 | Revalues: 21424 | GridSize: 89
Generation 108 | Revalues: 21618 | GridSize: 94
Generation 109 | Revalues: 21794 | GridSize: 97
Generation 110 | Revalues: 21964 | GridSize: 96
Generation 111 | Revalues: 22160 | GridSize: 85
Generation 112 | Revalues: 22342 | GridSize: 72
Generation 113 | Revalues: 22538 | GridSize: 70
Generation 114 | Revalues: 22762 | GridSize: 77
Generation 115 | Revalues: 22976 | GridSize: 82
Generation 116 | Revalues: 23192 | GridSize: 76
Generation 117 | Revalues: 23388 | GridSize: 78
Generation 118 | Revalues: 23580 | GridSize: 70
Generation 119 | Revalues: 23776 | GridSize: 71
Generation 120 | Revalues: 23992 | GridSize: 69
Generation 121 | Revalues: 24212 | GridSize: 75
