Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 324 | GridSize: 12
Generation 2 | Revalues: 548 | GridSize: 15
Generation 3 | Revalues: 778 | GridSize: 12
Generation 4 | Revalues: 988 | GridSize: 11
Generation 5 | Revalues: 1186 | GridSize: 17
Generation 6 | Revalues: 1390 | GridSize: 20
Generation 7 | Revalues: 1610 | GridSize: 11
Generation 8 | Revalues: 1838 | GridSize: 9
Generation 9 | Revalues: 2060 | GridSize: 10
Generation 10 | Revalues: 2262 | GridSize: 14
Generation 11 | Revalues: 2476 | GridSize: 12
Generation 12 | Revalues: 2694 | GridSize: 13
Generation 13 | Revalues: 2900 | GridSize: 17
Generation 14 | Revalues: 3122 | GridSize: 25
Generation 15 | Revalues: 3310 | GridSize: 21
Generation 16 | Revalues: 3546 | GridSize: 16
Generation 17 | Revalues: 3774 | GridSize: 19
Generation 18 | Revalues: 3982 | GridSize: 14
Generation 19 | Revalues: 4196 | GridSize: 13
Generation 20 | Revalues: 4404 | GridSize: 19
Generation 21 | Revalues: 4648 | GridSize: 23
Generation 22 | Revalues: 4854 | GridSize: 27
Generation 23 | Revalues: 5088 | GridSize: 33
Generation 24 | Revalues: 5296 | GridSize: 31
Generation 25 | Revalues: 5530 | GridSize: 30
Generation 26 | Revalues: 5752 | GridSize: 32
Generation 27 | Revalues: 5972 | GridSize: 36
Generation 28 | Revalues: 6200 | GridSize: 26
Generation 29 | Revalues: 6438 | GridSize: 27
Generation 30 | Revalues: 6656 | GridSize: 22
Generation 31 | Revalues: 6876 | GridSize: 24
Generation 32 | Revalues: 7116 | GridSize: 20
Generation 33 | Revalues: 7314 | GridSize: 28
Generation 34 | Revalues: 7520 | GridSize: 30
Generation 35 | Revalues: 7734 | GridSize: 26
Generation 36 | Revalues: 7980 | GridSize: 27
Generation 37 | Revalues: 8192 | GridSize: 30
Generation 38 | Revalues: 8436 | GridSize: 27
Generation 39 | Revalues: 8692 | GridSize: 24
Generation 40 | Revalues: 8918 | GridSize: 27
Generation 41 | Revalues: 9120 | GridSize: 28
Generation 42 | Revalues: 9310 | GridSize: 27
Generation 43 | Revalues: 9510 | GridSize: 30
Generation 44 | Revalues: 9756 | GridSize: 35
Generation 45 | Revalues: 9978 | GridSize: 37
Generation 46 | Revalues: 10186 | GridSize: 41
Generation 47 | Revalues: 10406 | GridSize: 36
Generation 48 | Revalues: 10616 | GridSize: 44
Generation 49 | Revalues: 10858 | GridSize: 38
Generation 50 | Revalues: 11066 | GridSize: 39
Generation 51 | Revalues: 11266 | GridSize: 37
Generation 52 | Revalues: 11472 | GridSize: 35
Generation 53 | Revalues: 11700 | GridSize: 42
Generation 54 | Revalues: 11926 | GridSize: 43
Generation 55 | Revalues: 12146 | GridSize: 41
Generation 56 | Revalues: 12368 | GridSize: 45
Generation 57 | Revalues: 12568 | GridSize: 42
Generation 58 | Revalues: 12790 | GridSize: 46
Generation 59 | Revalues: 13030 | GridSize: 47
Generation 60 | Revalues: 13230 | GridSize: 43
Generation 61 | Revalues: 13446 | GridSize: 47
Generation 62 | Revalues: 13686 | GridSize: 46
Generation 63 | Revalues: 13904 | GridSize: 47
Generation 64 | Revalues: 14124 | GridSize: 44
Generation 65 | Revalues: 14336 | GridSize: 49
Generation 66 | Revalues: 14538 | GridSize: 47
Generation 67 | Revalues: 14736 | GridSize: 37
Generation 68 | Revalues: 14946 | GridSize: 42
Generation 69 | Revalues: 15162 | GridSize: 41
Generation 70 | Revalues: 15378 | GridSize: 41
Generation 71 | Revalues: 15618 | GridSize: 44
Generation 72 | Revalues: 15846 | GridSize: 47
