Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 332 | GridSize: 6
Generation 2 | Revalues: 524 | GridSize: 12
Generation 3 | Revalues: 716 | GridSize: 7
Generation 4 | Revalues: 924 | GridSize: 13
Generation 5 | Revalues: 1142 | GridSize: 11
Generation 6 | Revalues: 1316 | GridSize: 12
Generation 7 | Revalues: 1558 | GridSize: 14
Generation 8 | Revalues: 1802 | GridSize: 11
Generation 9 | Revalues: 2036 | GridSize: 12
Generation 10 | Revalues: 2232 | GridSize: 11
Generation 11 | Revalues: 2450 | GridSize: 10
Generation 12 | Revalues: 2686 | GridSize: 14
Generation 13 | Revalues: 2872 | GridSize: 11
Generation 14 | Revalues: 3086 | GridSize: 16
Generation 15 | Revalues: 3332 | GridSize: 11
Generation 16 | Revalues: 3544 | GridSize: 15
Generation 17 | Revalues: 3754 | GridSize: 24
Generation 18 | Revalues: 3982 | GridSize: 18
Generation 19 | Revalues: 4204 | GridSize: 18
Generation 20 | Revalues: 4420 | GridSize: 21
Generation 21 | Revalues: 4660 | GridSize: 15
Generation 22 | Revalues: 4854 | GridSize: 21
Generation 23 | Revalues: 5052 | GridSize: 26
Generation 24 | Revalues: 5278 | GridSize: 17
Generation 25 | Revalues: 5450 | GridSize: 15
Generation 26 | Revalues: 5662 | GridSize: 20
Generation 27 | Revalues: 5888 | GridSize: 24
Generation 28 | Revalues: 6118 | GridSize: 27
Generation 29 | Revalues: 6342 | GridSize: 31
Generation 30 | Revalues: 6546 | GridSize: 30
Generation 31 | Revalues: 6766 | GridSize: 35
Generation 32 | Revalues: 6982 | GridSize: 37
Generation 33 | Revalues: 7196 | GridSize: 34
Generation 34 | Revalues: 7396 | GridSize: 30
Generation 35 | Revalues: 7616 | GridSize: 41
Generation 36 | Revalues: 7838 | GridSize: 32
Generation 37 | Revalues: 8054 | GridSize: 38
Generation 38 | Revalues: 8264 | GridSize: 32
Generation 39 | Revalues: 8494 | GridSize: 31
Generation 40 | Revalues: 8700 | GridSize: 34
Generation 41 | Revalues: 8922 | GridSize: 36
Generation 42 | Revalues: 9136 | GridSize: 33
Generation 43 | Revalues: 9368 | GridSize: 41
Generation 44 | Revalues: 9590 | GridSize: 33
Generation 45 | Revalues: 9814 | GridSize: 26
Generation 46 | Revalues: 10042 | GridSize: 26
Generation 47 | Revalues: 10262 | GridSize: 29
Generation 48 | Revalues: 10514 | GridSize: 31
Generation 49 | Revalues: 10722 | GridSize: 23
Generation 50 | Revalues: 10938 | GridSize: 25
Generation 51 | Revalues: 11166 | GridSize: 32
Generation 52 | Revalues: 11370 | GridSize: 39
Generation 53 | Revalues: 11590 | GridSize: 34
Generation 54 | Revalues: 11804 | GridSize: 34
Generation 55 | Revalues: 12036 | GridSize: 34
Generation 56 | Revalues: 12264 | GridSize: 33
Generation 57 | Revalues: 12476 | GridSize: 26
Generation 58 | Revalues: 12686 | GridSize: 30
Generation 59 | Revalues: 12890 | GridSize: 22
Generation 60 | Revalues: 13098 | GridSize: 28
Generation 61 | Revalues: 13320 | GridSize: 27
Generation 62 | Revalues: 13534 | GridSize: 31
Generation 63 | Revalues: 13734 | GridSize: 33
Generation 64 | Revalues: 13946 | GridSize: 34
Generation 65 | Revalues: 14194 | GridSize: 29
Generation 66 | Revalues: 14412 | GridSize: 32
Generation 67 | Revalues: 14626 | GridSize: 38
Generation 68 | Revalues: 14844 | GridSize: 41
Generation 69 | Revalues: 15074 | GridSize: 38
Generation 70 | Revalues: 15314 | GridSize: 32
Generation 71 | Revalues: 15540 | GridSize: 35
Generation 72 | Revalues: 15772 | GridSize: 33
Generation 73 | Revalues: 15984 | GridSize: 39
Generation 74 | Revalues: 16220 | GridSize: 39
Generation 75 | Revalues: 16462 | GridSize: 41
Generation 76 | Revalues: 16666 | GridSize: 42
Generation 77 | Revalues: 16906 | GridSize: 45
Generation 78 | Revalues: 17118 | GridSize: 45
Generation 79 | Revalues: 17338 | GridSize: 48
Generation 80 | Revalues: 17544 | GridSize: 47
Generation 81 | Revalues: 17778 | GridSize: 50
Generation 82 | Revalues: 18010 | GridSize: 50
Generation 83 | Revalues: 18216 | GridSize: 53
Generation 84 | Revalues: 18436 | GridSize: 49
Generation 85 | Revalues: 18668 | GridSize: 46
Generation 86 | Revalues: 18876 | GridSize: 44
Generation 87 | Revalues: 19088 | GridSize: 52
Generation 88 | Revalues: 19298 | GridSize: 45
Generation 89 | Revalues: 19508 | GridSize: 39
Generation 90 | Revalues: 19722 | GridSize: 41
Generation 91 | Revalues: 19946 | GridSize: 37
Generation 92 | Revalues: 20164 | GridSize: 39
Generation 93 | Revalues: 20386 | GridSize: 35
Generation 94 | Revalues: 20624 | GridSize: 38
Generation 95 | Revalues: 20848 | GridSize: 35
Generation 96 | Revalues: 21060 | GridSize: 38
Generation 97 | Revalues: 21282 | GridSize: 42
Generation 98 | Revalues: 21486 | GridSize: 46
Generation 99 | Revalues: 21702 | GridSize: 47
Generation 100 | Revalues: 21930 | GridSize: 49
Generation 101 | Revalues: 22174 | GridSize: 52
Generation 102 | Revalues: 22394 | GridSize: 47
Generation 103 | Revalues: 22624 | GridSize: 43
Generation 104 | Revalues: 22858 | GridSize: 43
Generation 105 | Revalues: 23088 | GridSize: 47
Generation 106 | Revalues: 23300 | GridSize: 54
Generation 107 | Revalues: 23508 | GridSize: 53
Generation 108 | Revalues: 23728 | GridSize: 53
Generation 109 | Revalues: 23954 | GridSize: 53
Generation 110 | Revalues: 24180 | GridSize: 60
Generation 111 | Revalues: 24392 | GridSize: 59
Generation 112 | Revalues: 24588 | GridSize: 58
Generation 113 | Revalues: 24808 | GridSize: 53
Generation 114 | Revalues: 25046 | GridSize: 57
Generation 115 | Revalues: 25292 | GridSize: 62
Generation 116 | Revalues: 25520 | GridSize: 61
Generation 117 | Revalues: 25744 | GridSize: 65
Generation 118 | Revalues: 25966 | GridSize: 67
Generation 119 | Revalues: 26152 | GridSize: 69
Generation 120 | Revalues: 26360 | GridSize: 75
Generation 121 | Revalues: 26580 | GridSize: 74
Generation 122 | Revalues: 26812 | GridSize: 75
Generation 123 | Revalues: 27044 | GridSize: 80
Generation 124 | Revalues: 27266 | GridSize: 78
Generation 125 | Revalues: 27470 | GridSize: 82
Generation 126 | Revalues: 27688 | GridSize: 82
Generation 127 | Revalues: 27918 | GridSize: 82
Generation 128 | Revalues: 28122 | GridSize: 79
Generation 129 | Revalues: 28350 | GridSize: 78
Generation 130 | Revalues: 28552 | GridSize: 78
Generation 131 | Revalues: 28782 | GridSize: 73
Generation 132 | Revalues: 29016 | GridSize: 70
Generation 133 | Revalues: 29234 | GridSize: 72
Generation 134 | Revalues: 29488 | GridSize: 73
Generation 135 | Revalues: 29722 | GridSize: 72
