Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 332 | GridSize: 9
Generation 2 | Revalues: 550 | GridSize: 10
Generation 3 | Revalues: 782 | GridSize: 15
Generation 4 | Revalues: 1014 | GridSize: 13
Generation 5 | Revalues: 1218 | GridSize: 16
Generation 6 | Revalues: 1430 | GridSize: 20
Generation 7 | Revalues: 1632 | GridSize: 11
Generation 8 | Revalues: 1868 | GridSize: 11
Generation 9 | Revalues: 2128 | GridSize: 16
Generation 10 | Revalues: 2330 | GridSize: 14
Generation 11 | Revalues: 2560 | GridSize: 21
Generation 12 | Revalues: 2766 | GridSize: 20
Generation 13 | Revalues: 2978 | GridSize: 18
Generation 14 | Revalues: 3184 | GridSize: 15
Generation 15 | Revalues: 3422 | GridSize: 15
Generation 16 | Revalues: 3654 | GridSize: 19
Generation 17 | Revalues: 3858 | GridSize: 25
Generation 18 | Revalues: 4102 | GridSize: 19
Generation 19 | Revalues: 4320 | GridSize: 22
Generation 20 | Revalues: 4528 | GridSize: 28
Generation 21 | Revalues: 4764 | GridSize: 24
Generation 22 | Revalues: 4968 | GridSize: 22
Generation 23 | Revalues: 5206 | GridSize: 28
Generation 24 | Revalues: 5438 | GridSize: 29
Generation 25 | Revalues: 5634 | GridSize: 28
Generation 26 | Revalues: 5854 | GridSize: 31
Generation 27 | Revalues: 6100 | GridSize: 32
Generation 28 | Revalues: 6318 | GridSize: 33
Generation 29 | Revalues: 6556 | GridSize: 37
Generation 30 | Revalues: 6786 | GridSize: 39
Generation 31 | Revalues: 7016 | GridSize: 48
Generation 32 | Revalues: 7234 | GridSize: 54
Generation 33 | Revalues: 7430 | GridSize: 53
Generation 34 | Revalues: 7660 | GridSize: 56
Generation 35 | Revalues: 7878 | GridSize: 47
Generation 36 | Revalues: 8122 | GridSize: 42
Generation 37 | Revalues: 8340 | GridSize: 47
Generation 38 | Revalues: 8562 | GridSize: 49
Generation 39 | Revalues: 8770 | GridSize: 52
Generation 40 | Revalues: 8992 | GridSize: 53
Generation 41 | Revalues: 9198 | GridSize: 48
Generation 42 | Revalues: 9440 | GridSize: 48
Generation 43 | Revalues: 9656 | GridSize: 39
Generation 44 | Revalues: 9882 | GridSize: 33
Generation 45 | Revalues: 10106 | GridSize: 28
Generation 46 | Revalues: 10330 | GridSize: 30
Generation 47 | Revalues: 10562 | GridSize: 37
Generation 48 | Revalues: 10792 | GridSize: 35 | LOCAL SEARCH EXECUTED
Generation 49 | Revalues: 832780 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 50 | Revalues: 991085 | GridSize: 300 | LOCAL SEARCH EXECUTED
