Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 298 | GridSize: 12
Generation 2 | Revalues: 492 | GridSize: 19
Generation 3 | Revalues: 668 | GridSize: 20
Generation 4 | Revalues: 872 | GridSize: 22
Generation 5 | Revalues: 1074 | GridSize: 25
Generation 6 | Revalues: 1262 | GridSize: 25
Generation 7 | Revalues: 1454 | GridSize: 35
Generation 8 | Revalues: 1638 | GridSize: 33
Generation 9 | Revalues: 1844 | GridSize: 35
Generation 10 | Revalues: 2054 | GridSize: 40
Generation 11 | Revalues: 2276 | GridSize: 39
Generation 12 | Revalues: 2492 | GridSize: 49
Generation 13 | Revalues: 2714 | GridSize: 39
Generation 14 | Revalues: 2924 | GridSize: 41
Generation 15 | Revalues: 3102 | GridSize: 40
Generation 16 | Revalues: 3320 | GridSize: 40
Generation 17 | Revalues: 3498 | GridSize: 42
Generation 18 | Revalues: 3696 | GridSize: 46
Generation 19 | Revalues: 3888 | GridSize: 48
Generation 20 | Revalues: 4094 | GridSize: 45
Generation 21 | Revalues: 4308 | GridSize: 42
Generation 22 | Revalues: 4500 | GridSize: 42
Generation 23 | Revalues: 4698 | GridSize: 46
Generation 24 | Revalues: 4864 | GridSize: 47
Generation 25 | Revalues: 5068 | GridSize: 45
Generation 26 | Revalues: 5270 | GridSize: 45
Generation 27 | Revalues: 5490 | GridSize: 46
Generation 28 | Revalues: 5698 | GridSize: 46
Generation 29 | Revalues: 5920 | GridSize: 47
Generation 30 | Revalues: 6124 | GridSize: 49
Generation 31 | Revalues: 6324 | GridSize: 49
Generation 32 | Revalues: 6524 | GridSize: 50
Generation 33 | Revalues: 6716 | GridSize: 52
Generation 34 | Revalues: 6904 | GridSize: 53
Generation 35 | Revalues: 7104 | GridSize: 53
Generation 36 | Revalues: 7298 | GridSize: 55
Generation 37 | Revalues: 7476 | GridSize: 57
Generation 38 | Revalues: 7692 | GridSize: 54
Generation 39 | Revalues: 7910 | GridSize: 52
Generation 40 | Revalues: 8126 | GridSize: 50
Generation 41 | Revalues: 8322 | GridSize: 52
Generation 42 | Revalues: 8498 | GridSize: 53
Generation 43 | Revalues: 8698 | GridSize: 56
Generation 44 | Revalues: 8892 | GridSize: 59
Generation 45 | Revalues: 9096 | GridSize: 59
