Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 304 | GridSize: 11
Generation 2 | Revalues: 508 | GridSize: 11
Generation 3 | Revalues: 738 | GridSize: 11
Generation 4 | Revalues: 962 | GridSize: 16
Generation 5 | Revalues: 1178 | GridSize: 18
Generation 6 | Revalues: 1400 | GridSize: 20
Generation 7 | Revalues: 1634 | GridSize: 16
Generation 8 | Revalues: 1824 | GridSize: 22
Generation 9 | Revalues: 2028 | GridSize: 19
Generation 10 | Revalues: 2252 | GridSize: 23
Generation 11 | Revalues: 2470 | GridSize: 18
Generation 12 | Revalues: 2664 | GridSize: 21
Generation 13 | Revalues: 2882 | GridSize: 28
Generation 14 | Revalues: 3094 | GridSize: 23
Generation 15 | Revalues: 3310 | GridSize: 28
Generation 16 | Revalues: 3536 | GridSize: 34
Generation 17 | Revalues: 3762 | GridSize: 33
Generation 18 | Revalues: 3998 | GridSize: 26
Generation 19 | Revalues: 4218 | GridSize: 26
Generation 20 | Revalues: 4426 | GridSize: 26
Generation 21 | Revalues: 4660 | GridSize: 31
Generation 22 | Revalues: 4894 | GridSize: 33
Generation 23 | Revalues: 5108 | GridSize: 30
Generation 24 | Revalues: 5326 | GridSize: 29
Generation 25 | Revalues: 5542 | GridSize: 23
Generation 26 | Revalues: 5770 | GridSize: 29
Generation 27 | Revalues: 5990 | GridSize: 28
Generation 28 | Revalues: 6228 | GridSize: 33
Generation 29 | Revalues: 6454 | GridSize: 26
Generation 30 | Revalues: 6670 | GridSize: 21
Generation 31 | Revalues: 6892 | GridSize: 22
Generation 32 | Revalues: 7130 | GridSize: 27
Generation 33 | Revalues: 7358 | GridSize: 24
Generation 34 | Revalues: 7590 | GridSize: 29
Generation 35 | Revalues: 7812 | GridSize: 25
Generation 36 | Revalues: 8052 | GridSize: 29
Generation 37 | Revalues: 8278 | GridSize: 25
Generation 38 | Revalues: 8520 | GridSize: 31
Generation 39 | Revalues: 8728 | GridSize: 35
Generation 40 | Revalues: 8964 | GridSize: 29
Generation 41 | Revalues: 9170 | GridSize: 32
Generation 42 | Revalues: 9382 | GridSize: 36
Generation 43 | Revalues: 9596 | GridSize: 38
Generation 44 | Revalues: 9792 | GridSize: 30
Generation 45 | Revalues: 10002 | GridSize: 34
Generation 46 | Revalues: 10222 | GridSize: 36
Generation 47 | Revalues: 10424 | GridSize: 36
Generation 48 | Revalues: 10640 | GridSize: 38
Generation 49 | Revalues: 10866 | GridSize: 33
Generation 50 | Revalues: 11074 | GridSize: 30
Generation 51 | Revalues: 11300 | GridSize: 29
Generation 52 | Revalues: 11542 | GridSize: 30
Generation 53 | Revalues: 11758 | GridSize: 32
Generation 54 | Revalues: 11972 | GridSize: 32
Generation 55 | Revalues: 12198 | GridSize: 37
Generation 56 | Revalues: 12412 | GridSize: 36
Generation 57 | Revalues: 12638 | GridSize: 38
Generation 58 | Revalues: 12846 | GridSize: 41
Generation 59 | Revalues: 13068 | GridSize: 39
Generation 60 | Revalues: 13272 | GridSize: 41
Generation 61 | Revalues: 13478 | GridSize: 46
Generation 62 | Revalues: 13706 | GridSize: 52
Generation 63 | Revalues: 13912 | GridSize: 41
