Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 310 | GridSize: 21
Generation 2 | Revalues: 510 | GridSize: 18
Generation 3 | Revalues: 726 | GridSize: 33
Generation 4 | Revalues: 930 | GridSize: 33
Generation 5 | Revalues: 1120 | GridSize: 28
Generation 6 | Revalues: 1296 | GridSize: 37
Generation 7 | Revalues: 1488 | GridSize: 35
Generation 8 | Revalues: 1676 | GridSize: 32
Generation 9 | Revalues: 1892 | GridSize: 36
Generation 10 | Revalues: 2066 | GridSize: 36
Generation 11 | Revalues: 2250 | GridSize: 36
Generation 12 | Revalues: 2452 | GridSize: 44
Generation 13 | Revalues: 2662 | GridSize: 58
Generation 14 | Revalues: 2878 | GridSize: 55
Generation 15 | Revalues: 3080 | GridSize: 56
Generation 16 | Revalues: 3276 | GridSize: 65
Generation 17 | Revalues: 3484 | GridSize: 70
Generation 18 | Revalues: 3712 | GridSize: 72 | LOCAL SEARCH EXECUTED
