Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 342 | GridSize: 8
Generation 2 | Revalues: 552 | GridSize: 11
Generation 3 | Revalues: 792 | GridSize: 10
Generation 4 | Revalues: 1022 | GridSize: 13
Generation 5 | Revalues: 1256 | GridSize: 17
Generation 6 | Revalues: 1484 | GridSize: 14
Generation 7 | Revalues: 1692 | GridSize: 13
Generation 8 | Revalues: 1902 | GridSize: 11
Generation 9 | Revalues: 2142 | GridSize: 11
Generation 10 | Revalues: 2404 | GridSize: 14
Generation 11 | Revalues: 2630 | GridSize: 11
Generation 12 | Revalues: 2850 | GridSize: 12
Generation 13 | Revalues: 3090 | GridSize: 12
Generation 14 | Revalues: 3306 | GridSize: 15
Generation 15 | Revalues: 3536 | GridSize: 18
Generation 16 | Revalues: 3748 | GridSize: 26
Generation 17 | Revalues: 3984 | GridSize: 26
Generation 18 | Revalues: 4184 | GridSize: 23
Generation 19 | Revalues: 4416 | GridSize: 26
Generation 20 | Revalues: 4630 | GridSize: 27
Generation 21 | Revalues: 4836 | GridSize: 23
Generation 22 | Revalues: 5066 | GridSize: 16
Generation 23 | Revalues: 5288 | GridSize: 20
Generation 24 | Revalues: 5546 | GridSize: 27
Generation 25 | Revalues: 5788 | GridSize: 21
Generation 26 | Revalues: 6018 | GridSize: 23
Generation 27 | Revalues: 6240 | GridSize: 23
Generation 28 | Revalues: 6468 | GridSize: 26
Generation 29 | Revalues: 6708 | GridSize: 30
Generation 30 | Revalues: 6950 | GridSize: 35
Generation 31 | Revalues: 7158 | GridSize: 33
Generation 32 | Revalues: 7354 | GridSize: 33
Generation 33 | Revalues: 7576 | GridSize: 34
Generation 34 | Revalues: 7796 | GridSize: 36
Generation 35 | Revalues: 8000 | GridSize: 39
Generation 36 | Revalues: 8200 | GridSize: 36
Generation 37 | Revalues: 8428 | GridSize: 41
Generation 38 | Revalues: 8654 | GridSize: 37
Generation 39 | Revalues: 8892 | GridSize: 44
Generation 40 | Revalues: 9130 | GridSize: 35
Generation 41 | Revalues: 9374 | GridSize: 36
Generation 42 | Revalues: 9618 | GridSize: 35
