Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 288 | GridSize: 6
Generation 2 | Revalues: 510 | GridSize: 3
Generation 3 | Revalues: 726 | GridSize: 6
Generation 4 | Revalues: 958 | GridSize: 10
Generation 5 | Revalues: 1166 | GridSize: 12
Generation 6 | Revalues: 1414 | GridSize: 9
Generation 7 | Revalues: 1636 | GridSize: 16
Generation 8 | Revalues: 1868 | GridSize: 7
Generation 9 | Revalues: 2082 | GridSize: 12
Generation 10 | Revalues: 2284 | GridSize: 18
Generation 11 | Revalues: 2480 | GridSize: 22
Generation 12 | Revalues: 2690 | GridSize: 21
Generation 13 | Revalues: 2930 | GridSize: 16
Generation 14 | Revalues: 3168 | GridSize: 15
Generation 15 | Revalues: 3376 | GridSize: 14
Generation 16 | Revalues: 3620 | GridSize: 14
Generation 17 | Revalues: 3856 | GridSize: 12
Generation 18 | Revalues: 4078 | GridSize: 9
Generation 19 | Revalues: 4304 | GridSize: 14
Generation 20 | Revalues: 4500 | GridSize: 13
Generation 21 | Revalues: 4714 | GridSize: 14
Generation 22 | Revalues: 4944 | GridSize: 17
Generation 23 | Revalues: 5144 | GridSize: 10
Generation 24 | Revalues: 5356 | GridSize: 14
Generation 25 | Revalues: 5584 | GridSize: 20
Generation 26 | Revalues: 5820 | GridSize: 15
Generation 27 | Revalues: 6034 | GridSize: 16
Generation 28 | Revalues: 6242 | GridSize: 17
Generation 29 | Revalues: 6438 | GridSize: 19
Generation 30 | Revalues: 6658 | GridSize: 20
Generation 31 | Revalues: 6902 | GridSize: 16
Generation 32 | Revalues: 7118 | GridSize: 16
Generation 33 | Revalues: 7328 | GridSize: 18
Generation 34 | Revalues: 7556 | GridSize: 22
Generation 35 | Revalues: 7762 | GridSize: 21
Generation 36 | Revalues: 7978 | GridSize: 30
Generation 37 | Revalues: 8204 | GridSize: 30
Generation 38 | Revalues: 8440 | GridSize: 28
Generation 39 | Revalues: 8634 | GridSize: 30
Generation 40 | Revalues: 8838 | GridSize: 25
Generation 41 | Revalues: 9058 | GridSize: 27
Generation 42 | Revalues: 9284 | GridSize: 31
Generation 43 | Revalues: 9506 | GridSize: 33
Generation 44 | Revalues: 9730 | GridSize: 29
Generation 45 | Revalues: 9944 | GridSize: 30
Generation 46 | Revalues: 10134 | GridSize: 31
Generation 47 | Revalues: 10348 | GridSize: 28
Generation 48 | Revalues: 10540 | GridSize: 33
Generation 49 | Revalues: 10758 | GridSize: 32
Generation 50 | Revalues: 10964 | GridSize: 30
Generation 51 | Revalues: 11198 | GridSize: 34
Generation 52 | Revalues: 11414 | GridSize: 41
Generation 53 | Revalues: 11622 | GridSize: 41
Generation 54 | Revalues: 11868 | GridSize: 30
Generation 55 | Revalues: 12108 | GridSize: 25
Generation 56 | Revalues: 12334 | GridSize: 27
Generation 57 | Revalues: 12554 | GridSize: 28
Generation 58 | Revalues: 12770 | GridSize: 25
Generation 59 | Revalues: 12978 | GridSize: 28
Generation 60 | Revalues: 13184 | GridSize: 26
Generation 61 | Revalues: 13390 | GridSize: 27
Generation 62 | Revalues: 13608 | GridSize: 31
Generation 63 | Revalues: 13810 | GridSize: 32
Generation 64 | Revalues: 14016 | GridSize: 36
Generation 65 | Revalues: 14216 | GridSize: 35
Generation 66 | Revalues: 14436 | GridSize: 35
Generation 67 | Revalues: 14670 | GridSize: 37
Generation 68 | Revalues: 14886 | GridSize: 31
Generation 69 | Revalues: 15092 | GridSize: 36
Generation 70 | Revalues: 15294 | GridSize: 41
