Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 304 | GridSize: 11
Generation 2 | Revalues: 510 | GridSize: 12
Generation 3 | Revalues: 710 | GridSize: 15
Generation 4 | Revalues: 944 | GridSize: 13
Generation 5 | Revalues: 1150 | GridSize: 16
Generation 6 | Revalues: 1360 | GridSize: 16
Generation 7 | Revalues: 1562 | GridSize: 18
Generation 8 | Revalues: 1764 | GridSize: 19
Generation 9 | Revalues: 1974 | GridSize: 18
Generation 10 | Revalues: 2184 | GridSize: 15
Generation 11 | Revalues: 2394 | GridSize: 14
Generation 12 | Revalues: 2580 | GridSize: 16
Generation 13 | Revalues: 2772 | GridSize: 15
Generation 14 | Revalues: 2974 | GridSize: 18
Generation 15 | Revalues: 3190 | GridSize: 18
Generation 16 | Revalues: 3412 | GridSize: 18
Generation 17 | Revalues: 3602 | GridSize: 16
Generation 18 | Revalues: 3808 | GridSize: 21
Generation 19 | Revalues: 3998 | GridSize: 22
Generation 20 | Revalues: 4180 | GridSize: 22
Generation 21 | Revalues: 4366 | GridSize: 21
Generation 22 | Revalues: 4572 | GridSize: 21
Generation 23 | Revalues: 4768 | GridSize: 22
Generation 24 | Revalues: 4946 | GridSize: 23
Generation 25 | Revalues: 5120 | GridSize: 26
Generation 26 | Revalues: 5334 | GridSize: 20
Generation 27 | Revalues: 5524 | GridSize: 20
Generation 28 | Revalues: 5728 | GridSize: 22
Generation 29 | Revalues: 5934 | GridSize: 23
Generation 30 | Revalues: 6118 | GridSize: 24
Generation 31 | Revalues: 6314 | GridSize: 23
Generation 32 | Revalues: 6494 | GridSize: 22
Generation 33 | Revalues: 6690 | GridSize: 23
Generation 34 | Revalues: 6878 | GridSize: 24
Generation 35 | Revalues: 7086 | GridSize: 24
Generation 36 | Revalues: 7294 | GridSize: 25
Generation 37 | Revalues: 7496 | GridSize: 20
Generation 38 | Revalues: 7712 | GridSize: 15
Generation 39 | Revalues: 7906 | GridSize: 14
Generation 40 | Revalues: 8108 | GridSize: 14
Generation 41 | Revalues: 8324 | GridSize: 14
Generation 42 | Revalues: 8524 | GridSize: 11
Generation 43 | Revalues: 8724 | GridSize: 10
Generation 44 | Revalues: 8948 | GridSize: 10
Generation 45 | Revalues: 9152 | GridSize: 10
Generation 46 | Revalues: 9342 | GridSize: 10
Generation 47 | Revalues: 9534 | GridSize: 11
Generation 48 | Revalues: 9752 | GridSize: 11
Generation 49 | Revalues: 9920 | GridSize: 11
Generation 50 | Revalues: 10136 | GridSize: 10
Generation 51 | Revalues: 10342 | GridSize: 11
Generation 52 | Revalues: 10548 | GridSize: 11
Generation 53 | Revalues: 10750 | GridSize: 11
Generation 54 | Revalues: 10962 | GridSize: 11
Generation 55 | Revalues: 11194 | GridSize: 12
Generation 56 | Revalues: 11414 | GridSize: 13
Generation 57 | Revalues: 11616 | GridSize: 13
Generation 58 | Revalues: 11832 | GridSize: 13
Generation 59 | Revalues: 12016 | GridSize: 14
Generation 60 | Revalues: 12222 | GridSize: 14
Generation 61 | Revalues: 12426 | GridSize: 14
Generation 62 | Revalues: 12612 | GridSize: 14
Generation 63 | Revalues: 12810 | GridSize: 15
Generation 64 | Revalues: 12998 | GridSize: 15
