Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 312 | GridSize: 6
Generation 2 | Revalues: 554 | GridSize: 11
Generation 3 | Revalues: 778 | GridSize: 11
Generation 4 | Revalues: 1000 | GridSize: 10
Generation 5 | Revalues: 1212 | GridSize: 11
Generation 6 | Revalues: 1416 | GridSize: 11
Generation 7 | Revalues: 1632 | GridSize: 14
Generation 8 | Revalues: 1872 | GridSize: 18
Generation 9 | Revalues: 2110 | GridSize: 13
Generation 10 | Revalues: 2336 | GridSize: 19
Generation 11 | Revalues: 2560 | GridSize: 21
Generation 12 | Revalues: 2766 | GridSize: 16
Generation 13 | Revalues: 2978 | GridSize: 20
Generation 14 | Revalues: 3190 | GridSize: 19
Generation 15 | Revalues: 3424 | GridSize: 18
Generation 16 | Revalues: 3632 | GridSize: 19
Generation 17 | Revalues: 3852 | GridSize: 19
Generation 18 | Revalues: 4078 | GridSize: 20
Generation 19 | Revalues: 4306 | GridSize: 20
Generation 20 | Revalues: 4508 | GridSize: 26
Generation 21 | Revalues: 4740 | GridSize: 17
Generation 22 | Revalues: 4980 | GridSize: 24
Generation 23 | Revalues: 5202 | GridSize: 24
Generation 24 | Revalues: 5420 | GridSize: 21
Generation 25 | Revalues: 5636 | GridSize: 25
Generation 26 | Revalues: 5874 | GridSize: 23
Generation 27 | Revalues: 6102 | GridSize: 29
Generation 28 | Revalues: 6308 | GridSize: 27
Generation 29 | Revalues: 6542 | GridSize: 33
Generation 30 | Revalues: 6738 | GridSize: 36
Generation 31 | Revalues: 6956 | GridSize: 38
Generation 32 | Revalues: 7220 | GridSize: 36
Generation 33 | Revalues: 7468 | GridSize: 33
Generation 34 | Revalues: 7684 | GridSize: 36
Generation 35 | Revalues: 7910 | GridSize: 33
Generation 36 | Revalues: 8138 | GridSize: 38
Generation 37 | Revalues: 8362 | GridSize: 41
Generation 38 | Revalues: 8584 | GridSize: 41
Generation 39 | Revalues: 8804 | GridSize: 41
Generation 40 | Revalues: 9026 | GridSize: 46
Generation 41 | Revalues: 9254 | GridSize: 45
Generation 42 | Revalues: 9456 | GridSize: 42
Generation 43 | Revalues: 9668 | GridSize: 40
Generation 44 | Revalues: 9880 | GridSize: 37
Generation 45 | Revalues: 10118 | GridSize: 42
Generation 46 | Revalues: 10338 | GridSize: 45
Generation 47 | Revalues: 10546 | GridSize: 48
Generation 48 | Revalues: 10758 | GridSize: 54
Generation 49 | Revalues: 10980 | GridSize: 52
Generation 50 | Revalues: 11206 | GridSize: 52
Generation 51 | Revalues: 11418 | GridSize: 48
Generation 52 | Revalues: 11632 | GridSize: 58
Generation 53 | Revalues: 11836 | GridSize: 44
Generation 54 | Revalues: 12062 | GridSize: 46
Generation 55 | Revalues: 12274 | GridSize: 47
Generation 56 | Revalues: 12494 | GridSize: 57
Generation 57 | Revalues: 12724 | GridSize: 63
Generation 58 | Revalues: 12952 | GridSize: 60
Generation 59 | Revalues: 13192 | GridSize: 53
Generation 60 | Revalues: 13414 | GridSize: 51
Generation 61 | Revalues: 13654 | GridSize: 52
Generation 62 | Revalues: 13890 | GridSize: 60
Generation 63 | Revalues: 14144 | GridSize: 53
Generation 64 | Revalues: 14362 | GridSize: 59
Generation 65 | Revalues: 14586 | GridSize: 59
Generation 66 | Revalues: 14818 | GridSize: 57
Generation 67 | Revalues: 15040 | GridSize: 60
Generation 68 | Revalues: 15256 | GridSize: 52
Generation 69 | Revalues: 15464 | GridSize: 50
Generation 70 | Revalues: 15696 | GridSize: 53
Generation 71 | Revalues: 15926 | GridSize: 51
Generation 72 | Revalues: 16140 | GridSize: 57
Generation 73 | Revalues: 16350 | GridSize: 59
Generation 74 | Revalues: 16564 | GridSize: 57
Generation 75 | Revalues: 16772 | GridSize: 66
Generation 76 | Revalues: 17010 | GridSize: 69
Generation 77 | Revalues: 17220 | GridSize: 73
Generation 78 | Revalues: 17452 | GridSize: 79
Generation 79 | Revalues: 17682 | GridSize: 82
Generation 80 | Revalues: 17874 | GridSize: 81
Generation 81 | Revalues: 18070 | GridSize: 79
Generation 82 | Revalues: 18298 | GridSize: 80
Generation 83 | Revalues: 18510 | GridSize: 73
Generation 84 | Revalues: 18754 | GridSize: 64
Generation 85 | Revalues: 18970 | GridSize: 64
Generation 86 | Revalues: 19196 | GridSize: 65
Generation 87 | Revalues: 19414 | GridSize: 68
Generation 88 | Revalues: 19630 | GridSize: 71
Generation 89 | Revalues: 19852 | GridSize: 73
Generation 90 | Revalues: 20068 | GridSize: 78
Generation 91 | Revalues: 20266 | GridSize: 81
Generation 92 | Revalues: 20490 | GridSize: 86
Generation 93 | Revalues: 20704 | GridSize: 86
Generation 94 | Revalues: 20938 | GridSize: 82
Generation 95 | Revalues: 21154 | GridSize: 84
Generation 96 | Revalues: 21378 | GridSize: 82
Generation 97 | Revalues: 21586 | GridSize: 76
Generation 98 | Revalues: 21812 | GridSize: 75
Generation 99 | Revalues: 22036 | GridSize: 76
Generation 100 | Revalues: 22242 | GridSize: 72
Generation 101 | Revalues: 22470 | GridSize: 72
Generation 102 | Revalues: 22686 | GridSize: 72
Generation 103 | Revalues: 22938 | GridSize: 76
Generation 104 | Revalues: 23160 | GridSize: 74
Generation 105 | Revalues: 23368 | GridSize: 58
Generation 106 | Revalues: 23564 | GridSize: 62
Generation 107 | Revalues: 23774 | GridSize: 59
Generation 108 | Revalues: 23986 | GridSize: 56
Generation 109 | Revalues: 24192 | GridSize: 56
Generation 110 | Revalues: 24420 | GridSize: 58
Generation 111 | Revalues: 24648 | GridSize: 52
Generation 112 | Revalues: 24866 | GridSize: 54
Generation 113 | Revalues: 25070 | GridSize: 55
Generation 114 | Revalues: 25280 | GridSize: 63
Generation 115 | Revalues: 25510 | GridSize: 65
Generation 116 | Revalues: 25722 | GridSize: 63
Generation 117 | Revalues: 25956 | GridSize: 67
Generation 118 | Revalues: 26188 | GridSize: 60
Generation 119 | Revalues: 26406 | GridSize: 59
Generation 120 | Revalues: 26618 | GridSize: 56
Generation 121 | Revalues: 26808 | GridSize: 62
Generation 122 | Revalues: 27006 | GridSize: 59
Generation 123 | Revalues: 27218 | GridSize: 58
Generation 124 | Revalues: 27418 | GridSize: 52
Generation 125 | Revalues: 27636 | GridSize: 55
Generation 126 | Revalues: 27838 | GridSize: 59
Generation 127 | Revalues: 28040 | GridSize: 55
Generation 128 | Revalues: 28258 | GridSize: 62
Generation 129 | Revalues: 28476 | GridSize: 67
Generation 130 | Revalues: 28708 | GridSize: 62
Generation 131 | Revalues: 28948 | GridSize: 68
Generation 132 | Revalues: 29164 | GridSize: 66 | LOCAL SEARCH EXECUTED
Generation 133 | Revalues: 524168 | GridSize: 300
Generation 134 | Revalues: 524376 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 135 | Revalues: 628555 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 136 | Revalues: 727354 | GridSize: 299 | LOCAL SEARCH EXECUTED
Generation 137 | Revalues: 831719 | GridSize: 293 | LOCAL SEARCH EXECUTED
Generation 138 | Revalues: 914515 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 139 | Revalues: 988628 | GridSize: 300 | LOCAL SEARCH EXECUTED
