Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 338 | GridSize: 14
Generation 2 | Revalues: 574 | GridSize: 16
Generation 3 | Revalues: 786 | GridSize: 12
Generation 4 | Revalues: 1020 | GridSize: 18
Generation 5 | Revalues: 1252 | GridSize: 20
Generation 6 | Revalues: 1474 | GridSize: 15
Generation 7 | Revalues: 1698 | GridSize: 13
Generation 8 | Revalues: 1934 | GridSize: 16
Generation 9 | Revalues: 2188 | GridSize: 21
Generation 10 | Revalues: 2410 | GridSize: 18
Generation 11 | Revalues: 2618 | GridSize: 25
Generation 12 | Revalues: 2852 | GridSize: 24
Generation 13 | Revalues: 3090 | GridSize: 24
Generation 14 | Revalues: 3312 | GridSize: 32
Generation 15 | Revalues: 3518 | GridSize: 33
Generation 16 | Revalues: 3730 | GridSize: 23
Generation 17 | Revalues: 3968 | GridSize: 22
Generation 18 | Revalues: 4204 | GridSize: 21
Generation 19 | Revalues: 4440 | GridSize: 21
Generation 20 | Revalues: 4654 | GridSize: 24
Generation 21 | Revalues: 4882 | GridSize: 32
Generation 22 | Revalues: 5080 | GridSize: 27
Generation 23 | Revalues: 5320 | GridSize: 34
Generation 24 | Revalues: 5538 | GridSize: 34
Generation 25 | Revalues: 5772 | GridSize: 35
Generation 26 | Revalues: 6018 | GridSize: 33
Generation 27 | Revalues: 6232 | GridSize: 35
Generation 28 | Revalues: 6430 | GridSize: 43
Generation 29 | Revalues: 6634 | GridSize: 38
Generation 30 | Revalues: 6902 | GridSize: 45
Generation 31 | Revalues: 7152 | GridSize: 36
Generation 32 | Revalues: 7364 | GridSize: 39
Generation 33 | Revalues: 7576 | GridSize: 41
Generation 34 | Revalues: 7796 | GridSize: 46
Generation 35 | Revalues: 8020 | GridSize: 46
Generation 36 | Revalues: 8248 | GridSize: 46
Generation 37 | Revalues: 8470 | GridSize: 44
Generation 38 | Revalues: 8664 | GridSize: 39
Generation 39 | Revalues: 8886 | GridSize: 41
Generation 40 | Revalues: 9084 | GridSize: 42
Generation 41 | Revalues: 9310 | GridSize: 40
Generation 42 | Revalues: 9520 | GridSize: 39
Generation 43 | Revalues: 9750 | GridSize: 44
Generation 44 | Revalues: 9934 | GridSize: 49
Generation 45 | Revalues: 10154 | GridSize: 58
Generation 46 | Revalues: 10354 | GridSize: 58
Generation 47 | Revalues: 10602 | GridSize: 56
Generation 48 | Revalues: 10800 | GridSize: 53
Generation 49 | Revalues: 11000 | GridSize: 53
Generation 50 | Revalues: 11222 | GridSize: 53
Generation 51 | Revalues: 11426 | GridSize: 56
Generation 52 | Revalues: 11674 | GridSize: 49
Generation 53 | Revalues: 11882 | GridSize: 50
Generation 54 | Revalues: 12114 | GridSize: 47
Generation 55 | Revalues: 12340 | GridSize: 55
Generation 56 | Revalues: 12576 | GridSize: 63
Generation 57 | Revalues: 12798 | GridSize: 53
Generation 58 | Revalues: 13028 | GridSize: 50
Generation 59 | Revalues: 13242 | GridSize: 54
Generation 60 | Revalues: 13452 | GridSize: 49
Generation 61 | Revalues: 13666 | GridSize: 49
Generation 62 | Revalues: 13878 | GridSize: 52
Generation 63 | Revalues: 14100 | GridSize: 47
Generation 64 | Revalues: 14308 | GridSize: 52
Generation 65 | Revalues: 14542 | GridSize: 51
Generation 66 | Revalues: 14750 | GridSize: 55
Generation 67 | Revalues: 14978 | GridSize: 51
Generation 68 | Revalues: 15186 | GridSize: 57
Generation 69 | Revalues: 15404 | GridSize: 61
Generation 70 | Revalues: 15626 | GridSize: 62
Generation 71 | Revalues: 15860 | GridSize: 58
Generation 72 | Revalues: 16082 | GridSize: 54
Generation 73 | Revalues: 16322 | GridSize: 52
Generation 74 | Revalues: 16526 | GridSize: 56
Generation 75 | Revalues: 16752 | GridSize: 44
Generation 76 | Revalues: 16964 | GridSize: 46
Generation 77 | Revalues: 17194 | GridSize: 44
Generation 78 | Revalues: 17428 | GridSize: 47
Generation 79 | Revalues: 17668 | GridSize: 55
Generation 80 | Revalues: 17914 | GridSize: 58
Generation 81 | Revalues: 18120 | GridSize: 60
Generation 82 | Revalues: 18340 | GridSize: 57
Generation 83 | Revalues: 18576 | GridSize: 48
Generation 84 | Revalues: 18762 | GridSize: 45
Generation 85 | Revalues: 18998 | GridSize: 44
Generation 86 | Revalues: 19234 | GridSize: 51
Generation 87 | Revalues: 19456 | GridSize: 50
Generation 88 | Revalues: 19686 | GridSize: 49
Generation 89 | Revalues: 19900 | GridSize: 55
Generation 90 | Revalues: 20118 | GridSize: 52
Generation 91 | Revalues: 20346 | GridSize: 58
Generation 92 | Revalues: 20556 | GridSize: 62
Generation 93 | Revalues: 20754 | GridSize: 62
Generation 94 | Revalues: 20976 | GridSize: 62
Generation 95 | Revalues: 21206 | GridSize: 59
Generation 96 | Revalues: 21402 | GridSize: 53
Generation 97 | Revalues: 21588 | GridSize: 58
Generation 98 | Revalues: 21820 | GridSize: 53
Generation 99 | Revalues: 22052 | GridSize: 50
Generation 100 | Revalues: 22280 | GridSize: 54
Generation 101 | Revalues: 22506 | GridSize: 57
Generation 102 | Revalues: 22740 | GridSize: 59
Generation 103 | Revalues: 22940 | GridSize: 63
Generation 104 | Revalues: 23160 | GridSize: 64
Generation 105 | Revalues: 23376 | GridSize: 72
Generation 106 | Revalues: 23566 | GridSize: 76
Generation 107 | Revalues: 23802 | GridSize: 78
Generation 108 | Revalues: 24008 | GridSize: 77
Generation 109 | Revalues: 24226 | GridSize: 79
Generation 110 | Revalues: 24452 | GridSize: 78
Generation 111 | Revalues: 24658 | GridSize: 77
Generation 112 | Revalues: 24882 | GridSize: 84
Generation 113 | Revalues: 25092 | GridSize: 87
Generation 114 | Revalues: 25306 | GridSize: 89
Generation 115 | Revalues: 25506 | GridSize: 89
Generation 116 | Revalues: 25758 | GridSize: 86
Generation 117 | Revalues: 25968 | GridSize: 88
Generation 118 | Revalues: 26194 | GridSize: 86
Generation 119 | Revalues: 26448 | GridSize: 85
Generation 120 | Revalues: 26652 | GridSize: 83
Generation 121 | Revalues: 26862 | GridSize: 82
Generation 122 | Revalues: 27066 | GridSize: 84
Generation 123 | Revalues: 27282 | GridSize: 86
