Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 330 | GridSize: 9
Generation 2 | Revalues: 544 | GridSize: 12
Generation 3 | Revalues: 760 | GridSize: 12
Generation 4 | Revalues: 1006 | GridSize: 11
Generation 5 | Revalues: 1232 | GridSize: 10
Generation 6 | Revalues: 1448 | GridSize: 9
Generation 7 | Revalues: 1686 | GridSize: 17
Generation 8 | Revalues: 1908 | GridSize: 21
Generation 9 | Revalues: 2114 | GridSize: 22
Generation 10 | Revalues: 2336 | GridSize: 18
Generation 11 | Revalues: 2574 | GridSize: 18
Generation 12 | Revalues: 2784 | GridSize: 22
Generation 13 | Revalues: 2980 | GridSize: 10
Generation 14 | Revalues: 3194 | GridSize: 13
Generation 15 | Revalues: 3412 | GridSize: 20
Generation 16 | Revalues: 3640 | GridSize: 9
Generation 17 | Revalues: 3850 | GridSize: 13
Generation 18 | Revalues: 4108 | GridSize: 17
Generation 19 | Revalues: 4340 | GridSize: 17
Generation 20 | Revalues: 4576 | GridSize: 18
Generation 21 | Revalues: 4818 | GridSize: 17
Generation 22 | Revalues: 5038 | GridSize: 18
Generation 23 | Revalues: 5272 | GridSize: 16
Generation 24 | Revalues: 5494 | GridSize: 18
Generation 25 | Revalues: 5724 | GridSize: 22
Generation 26 | Revalues: 5958 | GridSize: 17
Generation 27 | Revalues: 6202 | GridSize: 20
Generation 28 | Revalues: 6418 | GridSize: 20
Generation 29 | Revalues: 6628 | GridSize: 17
Generation 30 | Revalues: 6848 | GridSize: 23
Generation 31 | Revalues: 7060 | GridSize: 17
Generation 32 | Revalues: 7286 | GridSize: 20
Generation 33 | Revalues: 7482 | GridSize: 24
Generation 34 | Revalues: 7670 | GridSize: 18
Generation 35 | Revalues: 7916 | GridSize: 22
Generation 36 | Revalues: 8146 | GridSize: 19
Generation 37 | Revalues: 8368 | GridSize: 20
Generation 38 | Revalues: 8570 | GridSize: 19
Generation 39 | Revalues: 8786 | GridSize: 18
Generation 40 | Revalues: 9024 | GridSize: 18
Generation 41 | Revalues: 9230 | GridSize: 20
Generation 42 | Revalues: 9440 | GridSize: 19
Generation 43 | Revalues: 9678 | GridSize: 20
Generation 44 | Revalues: 9892 | GridSize: 26
Generation 45 | Revalues: 10098 | GridSize: 31
Generation 46 | Revalues: 10300 | GridSize: 32
Generation 47 | Revalues: 10506 | GridSize: 30
Generation 48 | Revalues: 10716 | GridSize: 26
Generation 49 | Revalues: 10952 | GridSize: 25
Generation 50 | Revalues: 11174 | GridSize: 33
Generation 51 | Revalues: 11376 | GridSize: 34
Generation 52 | Revalues: 11606 | GridSize: 40
Generation 53 | Revalues: 11806 | GridSize: 33
Generation 54 | Revalues: 12032 | GridSize: 32
Generation 55 | Revalues: 12254 | GridSize: 35
Generation 56 | Revalues: 12462 | GridSize: 35
Generation 57 | Revalues: 12680 | GridSize: 26
Generation 58 | Revalues: 12872 | GridSize: 29
Generation 59 | Revalues: 13100 | GridSize: 38
Generation 60 | Revalues: 13294 | GridSize: 40
Generation 61 | Revalues: 13526 | GridSize: 39
Generation 62 | Revalues: 13734 | GridSize: 37
Generation 63 | Revalues: 13958 | GridSize: 38
Generation 64 | Revalues: 14194 | GridSize: 32
Generation 65 | Revalues: 14442 | GridSize: 31
Generation 66 | Revalues: 14638 | GridSize: 40
Generation 67 | Revalues: 14828 | GridSize: 44
Generation 68 | Revalues: 15038 | GridSize: 48
Generation 69 | Revalues: 15264 | GridSize: 46
Generation 70 | Revalues: 15470 | GridSize: 36
Generation 71 | Revalues: 15706 | GridSize: 43
Generation 72 | Revalues: 15932 | GridSize: 47
Generation 73 | Revalues: 16170 | GridSize: 46
