Generation 0 | Revalues: 100 | GridSize: 11
Generation 1 | Revalues: 314 | GridSize: 21
Generation 2 | Revalues: 486 | GridSize: 24
Generation 3 | Revalues: 708 | GridSize: 27
Generation 4 | Revalues: 894 | GridSize: 35
Generation 5 | Revalues: 1086 | GridSize: 33
Generation 6 | Revalues: 1306 | GridSize: 33
Generation 7 | Revalues: 1492 | GridSize: 32
Generation 8 | Revalues: 1706 | GridSize: 36
Generation 9 | Revalues: 1906 | GridSize: 39
Generation 10 | Revalues: 2088 | GridSize: 44
Generation 11 | Revalues: 2298 | GridSize: 42
Generation 12 | Revalues: 2478 | GridSize: 42
Generation 13 | Revalues: 2682 | GridSize: 49
Generation 14 | Revalues: 2858 | GridSize: 56
Generation 15 | Revalues: 3050 | GridSize: 44
Generation 16 | Revalues: 3262 | GridSize: 42
Generation 17 | Revalues: 3470 | GridSize: 49
Generation 18 | Revalues: 3660 | GridSize: 44
Generation 19 | Revalues: 3862 | GridSize: 44
Generation 20 | Revalues: 4064 | GridSize: 46
Generation 21 | Revalues: 4266 | GridSize: 48
Generation 22 | Revalues: 4464 | GridSize: 46
Generation 23 | Revalues: 4658 | GridSize: 48
Generation 24 | Revalues: 4852 | GridSize: 51
Generation 25 | Revalues: 5058 | GridSize: 54
Generation 26 | Revalues: 5280 | GridSize: 55
Generation 27 | Revalues: 5482 | GridSize: 53
Generation 28 | Revalues: 5674 | GridSize: 45
Generation 29 | Revalues: 5886 | GridSize: 43
Generation 30 | Revalues: 6112 | GridSize: 47
Generation 31 | Revalues: 6310 | GridSize: 51
Generation 32 | Revalues: 6508 | GridSize: 55
Generation 33 | Revalues: 6692 | GridSize: 43
Generation 34 | Revalues: 6894 | GridSize: 42
Generation 35 | Revalues: 7086 | GridSize: 43
Generation 36 | Revalues: 7296 | GridSize: 44
Generation 37 | Revalues: 7502 | GridSize: 48
Generation 38 | Revalues: 7666 | GridSize: 53
Generation 39 | Revalues: 7862 | GridSize: 58
Generation 40 | Revalues: 8092 | GridSize: 54
Generation 41 | Revalues: 8294 | GridSize: 57
Generation 42 | Revalues: 8512 | GridSize: 59
Generation 43 | Revalues: 8728 | GridSize: 57
Generation 44 | Revalues: 8920 | GridSize: 61
Generation 45 | Revalues: 9128 | GridSize: 61
Generation 46 | Revalues: 9332 | GridSize: 60
Generation 47 | Revalues: 9506 | GridSize: 64
Generation 48 | Revalues: 9690 | GridSize: 67
Generation 49 | Revalues: 9890 | GridSize: 57
Generation 50 | Revalues: 10088 | GridSize: 55
Generation 51 | Revalues: 10276 | GridSize: 53
Generation 52 | Revalues: 10490 | GridSize: 53
Generation 53 | Revalues: 10708 | GridSize: 61
Generation 54 | Revalues: 10922 | GridSize: 63
Generation 55 | Revalues: 11112 | GridSize: 62
Generation 56 | Revalues: 11306 | GridSize: 60
Generation 57 | Revalues: 11528 | GridSize: 56
Generation 58 | Revalues: 11748 | GridSize: 55
Generation 59 | Revalues: 11968 | GridSize: 51
Generation 60 | Revalues: 12174 | GridSize: 50
Generation 61 | Revalues: 12378 | GridSize: 52
Generation 62 | Revalues: 12558 | GridSize: 57
Generation 63 | Revalues: 12738 | GridSize: 63
Generation 64 | Revalues: 12928 | GridSize: 65
Generation 65 | Revalues: 13148 | GridSize: 67
Generation 66 | Revalues: 13342 | GridSize: 70
Generation 67 | Revalues: 13548 | GridSize: 72
Generation 68 | Revalues: 13746 | GridSize: 64
Generation 69 | Revalues: 13976 | GridSize: 67
Generation 70 | Revalues: 14176 | GridSize: 65
Generation 71 | Revalues: 14360 | GridSize: 73
Generation 72 | Revalues: 14550 | GridSize: 80
Generation 73 | Revalues: 14748 | GridSize: 82
Generation 74 | Revalues: 14946 | GridSize: 81
Generation 75 | Revalues: 15140 | GridSize: 81
Generation 76 | Revalues: 15362 | GridSize: 82
Generation 77 | Revalues: 15582 | GridSize: 85
Generation 78 | Revalues: 15784 | GridSize: 87
Generation 79 | Revalues: 15994 | GridSize: 83
Generation 80 | Revalues: 16200 | GridSize: 76
Generation 81 | Revalues: 16402 | GridSize: 71
Generation 82 | Revalues: 16630 | GridSize: 76
Generation 83 | Revalues: 16824 | GridSize: 78
Generation 84 | Revalues: 17034 | GridSize: 80
Generation 85 | Revalues: 17238 | GridSize: 80
Generation 86 | Revalues: 17458 | GridSize: 84
Generation 87 | Revalues: 17656 | GridSize: 86
Generation 88 | Revalues: 17856 | GridSize: 90
Generation 89 | Revalues: 18046 | GridSize: 92
Generation 90 | Revalues: 18248 | GridSize: 91
Generation 91 | Revalues: 18444 | GridSize: 93
Generation 92 | Revalues: 18646 | GridSize: 97
Generation 93 | Revalues: 18840 | GridSize: 89
Generation 94 | Revalues: 19034 | GridSize: 93
Generation 95 | Revalues: 19230 | GridSize: 94
Generation 96 | Revalues: 19414 | GridSize: 95
Generation 97 | Revalues: 19610 | GridSize: 93
Generation 98 | Revalues: 19782 | GridSize: 90
Generation 99 | Revalues: 19980 | GridSize: 90
Generation 100 | Revalues: 20194 | GridSize: 87
Generation 101 | Revalues: 20382 | GridSize: 89
Generation 102 | Revalues: 20586 | GridSize: 98
Generation 103 | Revalues: 20780 | GridSize: 94
Generation 104 | Revalues: 20972 | GridSize: 93
Generation 105 | Revalues: 21158 | GridSize: 95
Generation 106 | Revalues: 21330 | GridSize: 98
Generation 107 | Revalues: 21544 | GridSize: 96
Generation 108 | Revalues: 21758 | GridSize: 94
Generation 109 | Revalues: 21976 | GridSize: 94
Generation 110 | Revalues: 22202 | GridSize: 91
Generation 111 | Revalues: 22398 | GridSize: 92
Generation 112 | Revalues: 22582 | GridSize: 94
Generation 113 | Revalues: 22760 | GridSize: 91
Generation 114 | Revalues: 22968 | GridSize: 93
Generation 115 | Revalues: 23184 | GridSize: 94
Generation 116 | Revalues: 23374 | GridSize: 91
Generation 117 | Revalues: 23574 | GridSize: 91
Generation 118 | Revalues: 23766 | GridSize: 96
Generation 119 | Revalues: 23982 | GridSize: 100
Generation 120 | Revalues: 24182 | GridSize: 99
Generation 121 | Revalues: 24374 | GridSize: 95
Generation 122 | Revalues: 24590 | GridSize: 96
Generation 123 | Revalues: 24808 | GridSize: 102
Generation 124 | Revalues: 25002 | GridSize: 109
Generation 125 | Revalues: 25212 | GridSize: 101
Generation 126 | Revalues: 25402 | GridSize: 105
Generation 127 | Revalues: 25624 | GridSize: 98
Generation 128 | Revalues: 25844 | GridSize: 100
Generation 129 | Revalues: 26024 | GridSize: 102
Generation 130 | Revalues: 26244 | GridSize: 108
Generation 131 | Revalues: 26432 | GridSize: 114
Generation 132 | Revalues: 26620 | GridSize: 112
Generation 133 | Revalues: 26830 | GridSize: 119
Generation 134 | Revalues: 27032 | GridSize: 115
Generation 135 | Revalues: 27244 | GridSize: 115
Generation 136 | Revalues: 27456 | GridSize: 119
Generation 137 | Revalues: 27656 | GridSize: 121
Generation 138 | Revalues: 27826 | GridSize: 124
Generation 139 | Revalues: 28012 | GridSize: 111
Generation 140 | Revalues: 28190 | GridSize: 106
Generation 141 | Revalues: 28380 | GridSize: 107
Generation 142 | Revalues: 28586 | GridSize: 108
Generation 143 | Revalues: 28784 | GridSize: 105
Generation 144 | Revalues: 28966 | GridSize: 105 | LOCAL SEARCH EXECUTED
Generation 145 | Revalues: 228406 | GridSize: 211
Generation 146 | Revalues: 228608 | GridSize: 211
Generation 147 | Revalues: 228816 | GridSize: 211 | LOCAL SEARCH EXECUTED
Generation 148 | Revalues: 283881 | GridSize: 238 | LOCAL SEARCH EXECUTED
Generation 149 | Revalues: 344703 | GridSize: 288
Generation 150 | Revalues: 344885 | GridSize: 288
Generation 151 | Revalues: 345093 | GridSize: 288
Generation 152 | Revalues: 345279 | GridSize: 288
Generation 153 | Revalues: 345503 | GridSize: 288 | LOCAL SEARCH EXECUTED
Generation 154 | Revalues: 409339 | GridSize: 288 | LOCAL SEARCH EXECUTED
Generation 155 | Revalues: 467887 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 156 | Revalues: 532570 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 157 | Revalues: 591330 | GridSize: 297
Generation 158 | Revalues: 591546 | GridSize: 297 | LOCAL SEARCH EXECUTED
Generation 159 | Revalues: 654051 | GridSize: 299 | LOCAL SEARCH EXECUTED
Generation 160 | Revalues: 715373 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 161 | Revalues: 779025 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 162 | Revalues: 845620 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 163 | Revalues: 912861 | GridSize: 298 | LOCAL SEARCH EXECUTED
Generation 164 | Revalues: 973721 | GridSize: 300 | LOCAL SEARCH EXECUTED
