Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 346 | GridSize: 11
Generation 2 | Revalues: 566 | GridSize: 17
Generation 3 | Revalues: 792 | GridSize: 12
Generation 4 | Revalues: 1006 | GridSize: 13
Generation 5 | Revalues: 1254 | GridSize: 14
Generation 6 | Revalues: 1476 | GridSize: 17
Generation 7 | Revalues: 1694 | GridSize: 19
Generation 8 | Revalues: 1920 | GridSize: 20
Generation 9 | Revalues: 2118 | GridSize: 25
Generation 10 | Revalues: 2336 | GridSize: 22
Generation 11 | Revalues: 2554 | GridSize: 25
Generation 12 | Revalues: 2772 | GridSize: 23
Generation 13 | Revalues: 2986 | GridSize: 16
Generation 14 | Revalues: 3176 | GridSize: 20
Generation 15 | Revalues: 3358 | GridSize: 27
Generation 16 | Revalues: 3578 | GridSize: 18
Generation 17 | Revalues: 3826 | GridSize: 31
Generation 18 | Revalues: 4028 | GridSize: 34
Generation 19 | Revalues: 4234 | GridSize: 28
Generation 20 | Revalues: 4456 | GridSize: 24
Generation 21 | Revalues: 4662 | GridSize: 24
Generation 22 | Revalues: 4890 | GridSize: 21
Generation 23 | Revalues: 5110 | GridSize: 17
Generation 24 | Revalues: 5320 | GridSize: 28
Generation 25 | Revalues: 5576 | GridSize: 25
Generation 26 | Revalues: 5810 | GridSize: 36
Generation 27 | Revalues: 6008 | GridSize: 36
Generation 28 | Revalues: 6240 | GridSize: 35
Generation 29 | Revalues: 6464 | GridSize: 26
Generation 30 | Revalues: 6682 | GridSize: 33
Generation 31 | Revalues: 6884 | GridSize: 39
Generation 32 | Revalues: 7098 | GridSize: 35
Generation 33 | Revalues: 7316 | GridSize: 29
Generation 34 | Revalues: 7540 | GridSize: 24
Generation 35 | Revalues: 7742 | GridSize: 28
Generation 36 | Revalues: 7954 | GridSize: 33
Generation 37 | Revalues: 8156 | GridSize: 33
Generation 38 | Revalues: 8378 | GridSize: 35
Generation 39 | Revalues: 8600 | GridSize: 40
Generation 40 | Revalues: 8820 | GridSize: 42
Generation 41 | Revalues: 9006 | GridSize: 41
Generation 42 | Revalues: 9210 | GridSize: 43
Generation 43 | Revalues: 9432 | GridSize: 52
Generation 44 | Revalues: 9658 | GridSize: 43
Generation 45 | Revalues: 9882 | GridSize: 51
Generation 46 | Revalues: 10086 | GridSize: 44
Generation 47 | Revalues: 10308 | GridSize: 41
Generation 48 | Revalues: 10548 | GridSize: 46
Generation 49 | Revalues: 10778 | GridSize: 52
Generation 50 | Revalues: 10980 | GridSize: 55
Generation 51 | Revalues: 11186 | GridSize: 56
Generation 52 | Revalues: 11414 | GridSize: 53
Generation 53 | Revalues: 11628 | GridSize: 57 | LOCAL SEARCH EXECUTED
Generation 54 | Revalues: 424119 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 55 | Revalues: 562759 | GridSize: 298 | LOCAL SEARCH EXECUTED
Generation 56 | Revalues: 698121 | GridSize: 300
Generation 57 | Revalues: 698353 | GridSize: 300 | LOCAL SEARCH EXECUTED
Generation 58 | Revalues: 826523 | GridSize: 299 | LOCAL SEARCH EXECUTED
Generation 59 | Revalues: 940963 | GridSize: 295 | LOCAL SEARCH EXECUTED
