Generation 0 | Revalues: 100 | GridSize: 10
Generation 1 | Revalues: 300 | GridSize: 9
Generation 2 | Revalues: 512 | GridSize: 14
Generation 3 | Revalues: 720 | GridSize: 14
Generation 4 | Revalues: 940 | GridSize: 20
Generation 5 | Revalues: 1154 | GridSize: 18
Generation 6 | Revalues: 1386 | GridSize: 23
Generation 7 | Revalues: 1602 | GridSize: 20
Generation 8 | Revalues: 1846 | GridSize: 27
Generation 9 | Revalues: 2070 | GridSize: 24
Generation 10 | Revalues: 2300 | GridSize: 24
Generation 11 | Revalues: 2524 | GridSize: 16
Generation 12 | Revalues: 2736 | GridSize: 20
Generation 13 | Revalues: 2960 | GridSize: 19
Generation 14 | Revalues: 3174 | GridSize: 28
Generation 15 | Revalues: 3396 | GridSize: 33
Generation 16 | Revalues: 3626 | GridSize: 35
Generation 17 | Revalues: 3874 | GridSize: 29
Generation 18 | Revalues: 4100 | GridSize: 28
Generation 19 | Revalues: 4350 | GridSize: 31
Generation 20 | Revalues: 4562 | GridSize: 30
Generation 21 | Revalues: 4784 | GridSize: 33
Generation 22 | Revalues: 4988 | GridSize: 34
Generation 23 | Revalues: 5234 | GridSize: 38
Generation 24 | Revalues: 5452 | GridSize: 36
Generation 25 | Revalues: 5676 | GridSize: 32
Generation 26 | Revalues: 5904 | GridSize: 34
Generation 27 | Revalues: 6156 | GridSize: 33
Generation 28 | Revalues: 6376 | GridSize: 26
Generation 29 | Revalues: 6616 | GridSize: 34
Generation 30 | Revalues: 6854 | GridSize: 44
Generation 31 | Revalues: 7060 | GridSize: 42
Generation 32 | Revalues: 7248 | GridSize: 52
Generation 33 | Revalues: 7448 | GridSize: 53
Generation 34 | Revalues: 7670 | GridSize: 57
Generation 35 | Revalues: 7878 | GridSize: 54
Generation 36 | Revalues: 8080 | GridSize: 42
Generation 37 | Revalues: 8276 | GridSize: 55
Generation 38 | Revalues: 8482 | GridSize: 50
Generation 39 | Revalues: 8714 | GridSize: 59
Generation 40 | Revalues: 8924 | GridSize: 53
Generation 41 | Revalues: 9150 | GridSize: 49
Generation 42 | Revalues: 9382 | GridSize: 43
Generation 43 | Revalues: 9604 | GridSize: 53
Generation 44 | Revalues: 9794 | GridSize: 56
Generation 45 | Revalues: 9986 | GridSize: 58
Generation 46 | Revalues: 10208 | GridSize: 55
Generation 47 | Revalues: 10430 | GridSize: 55
Generation 48 | Revalues: 10678 | GridSize: 51
Generation 49 | Revalues: 10914 | GridSize: 55
Generation 50 | Revalues: 11128 | GridSize: 57
Generation 51 | Revalues: 11358 | GridSize: 65
Generation 52 | Revalues: 11570 | GridSize: 61
Generation 53 | Revalues: 11778 | GridSize: 60
Generation 54 | Revalues: 12004 | GridSize: 68
Generation 55 | Revalues: 12210 | GridSize: 76
Generation 56 | Revalues: 12420 | GridSize: 72
Generation 57 | Revalues: 12640 | GridSize: 77
Generation 58 | Revalues: 12856 | GridSize: 76
Generation 59 | Revalues: 13072 | GridSize: 78
Generation 60 | Revalues: 13278 | GridSize: 77
Generation 61 | Revalues: 13508 | GridSize: 84
Generation 62 | Revalues: 13742 | GridSize: 94
Generation 63 | Revalues: 13958 | GridSize: 96
Generation 64 | Revalues: 14178 | GridSize: 89
Generation 65 | Revalues: 14418 | GridSize: 89
Generation 66 | Revalues: 14642 | GridSize: 92
Generation 67 | Revalues: 14868 | GridSize: 91
Generation 68 | Revalues: 15114 | GridSize: 82
Generation 69 | Revalues: 15324 | GridSize: 80
Generation 70 | Revalues: 15526 | GridSize: 78
Generation 71 | Revalues: 15758 | GridSize: 91
Generation 72 | Revalues: 15992 | GridSize: 92
Generation 73 | Revalues: 16218 | GridSize: 89
Generation 74 | Revalues: 16458 | GridSize: 71
Generation 75 | Revalues: 16698 | GridSize: 84
Generation 76 | Revalues: 16906 | GridSize: 88
Generation 77 | Revalues: 17106 | GridSize: 89
Generation 78 | Revalues: 17330 | GridSize: 82
Generation 79 | Revalues: 17538 | GridSize: 79
Generation 80 | Revalues: 17752 | GridSize: 86
Generation 81 | Revalues: 17960 | GridSize: 89
Generation 82 | Revalues: 18190 | GridSize: 98
Generation 83 | Revalues: 18404 | GridSize: 92
Generation 84 | Revalues: 18626 | GridSize: 88
Generation 85 | Revalues: 18852 | GridSize: 98
Generation 86 | Revalues: 19052 | GridSize: 104
Generation 87 | Revalues: 19262 | GridSize: 106
Generation 88 | Revalues: 19484 | GridSize: 110
Generation 89 | Revalues: 19730 | GridSize: 109
Generation 90 | Revalues: 19934 | GridSize: 113
Generation 91 | Revalues: 20144 | GridSize: 96
Generation 92 | Revalues: 20344 | GridSize: 87
Generation 93 | Revalues: 20576 | GridSize: 95
Generation 94 | Revalues: 20784 | GridSize: 104
Generation 95 | Revalues: 21002 | GridSize: 104
Generation 96 | Revalues: 21244 | GridSize: 103
Generation 97 | Revalues: 21470 | GridSize: 101
Generation 98 | Revalues: 21688 | GridSize: 106
Generation 99 | Revalues: 21896 | GridSize: 112
Generation 100 | Revalues: 22106 | GridSize: 115
Generation 101 | Revalues: 22322 | GridSize: 115
Generation 102 | Revalues: 22560 | GridSize: 114
Generation 103 | Revalues: 22784 | GridSize: 113
Generation 104 | Revalues: 22970 | GridSize: 108
Generation 105 | Revalues: 23192 | GridSize: 108
Generation 106 | Revalues: 23426 | GridSize: 103
Generation 107 | Revalues: 23656 | GridSize: 99
Generation 108 | Revalues: 23866 | GridSize: 103
Generation 109 | Revalues: 24090 | GridSize: 103
Generation 110 | Revalues: 24324 | GridSize: 106
Generation 111 | Revalues: 24544 | GridSize: 102
Generation 112 | Revalues: 24784 | GridSize: 104
Generation 113 | Revalues: 24980 | GridSize: 95
Generation 114 | Revalues: 25168 | GridSize: 86
Generation 115 | Revalues: 25380 | GridSize: 85
Generation 116 | Revalues: 25586 | GridSize: 87
Generation 117 | Revalues: 25796 | GridSize: 90
Generation 118 | Revalues: 26010 | GridSize: 80
Generation 119 | Revalues: 26230 | GridSize: 87
Generation 120 | Revalues: 26430 | GridSize: 86
Generation 121 | Revalues: 26668 | GridSize: 91
Generation 122 | Revalues: 26902 | GridSize: 92
Generation 123 | Revalues: 27118 | GridSize: 96
Generation 124 | Revalues: 27344 | GridSize: 99
Generation 125 | Revalues: 27568 | GridSize: 109
Generation 126 | Revalues: 27802 | GridSize: 110
Generation 127 | Revalues: 28036 | GridSize: 112
Generation 128 | Revalues: 28244 | GridSize: 110
Generation 129 | Revalues: 28454 | GridSize: 111
Generation 130 | Revalues: 28684 | GridSize: 108
Generation 131 | Revalues: 28902 | GridSize: 109
Generation 132 | Revalues: 29118 | GridSize: 116
Generation 133 | Revalues: 29348 | GridSize: 120
Generation 134 | Revalues: 29552 | GridSize: 118
Generation 135 | Revalues: 29806 | GridSize: 121
Generation 136 | Revalues: 30014 | GridSize: 123
Generation 137 | Revalues: 30244 | GridSize: 121
Generation 138 | Revalues: 30464 | GridSize: 123
Generation 139 | Revalues: 30684 | GridSize: 128
Generation 140 | Revalues: 30908 | GridSize: 120
Generation 141 | Revalues: 31138 | GridSize: 126
Generation 142 | Revalues: 31356 | GridSize: 135
Generation 143 | Revalues: 31576 | GridSize: 135
Generation 144 | Revalues: 31788 | GridSize: 124
Generation 145 | Revalues: 31996 | GridSize: 125
Generation 146 | Revalues: 32210 | GridSize: 121
Generation 147 | Revalues: 32434 | GridSize: 116
Generation 148 | Revalues: 32648 | GridSize: 114
Generation 149 | Revalues: 32862 | GridSize: 114
Generation 150 | Revalues: 33086 | GridSize: 111
Generation 151 | Revalues: 33304 | GridSize: 101
Generation 152 | Revalues: 33520 | GridSize: 107
Generation 153 | Revalues: 33726 | GridSize: 111
Generation 154 | Revalues: 33932 | GridSize: 106
Generation 155 | Revalues: 34166 | GridSize: 106
Generation 156 | Revalues: 34396 | GridSize: 108
Generation 157 | Revalues: 34628 | GridSize: 110
Generation 158 | Revalues: 34842 | GridSize: 113
Generation 159 | Revalues: 35080 | GridSize: 116
Generation 160 | Revalues: 35306 | GridSize: 121
Generation 161 | Revalues: 35522 | GridSize: 121
Generation 162 | Revalues: 35738 | GridSize: 120
Generation 163 | Revalues: 35946 | GridSize: 123
Generation 164 | Revalues: 36146 | GridSize: 122
Generation 165 | Revalues: 36368 | GridSize: 120
Generation 166 | Revalues: 36576 | GridSize: 119
Generation 167 | Revalues: 36806 | GridSize: 123
Generation 168 | Revalues: 37036 | GridSize: 126
Generation 169 | Revalues: 37266 | GridSize: 133
Generation 170 | Revalues: 37472 | GridSize: 131
Generation 171 | Revalues: 37692 | GridSize: 128
Generation 172 | Revalues: 37922 | GridSize: 134
Generation 173 | Revalues: 38124 | GridSize: 136
Generation 174 | Revalues: 38320 | GridSize: 140
Generation 175 | Revalues: 38542 | GridSize: 144
Generation 176 | Revalues: 38750 | GridSize: 148
Generation 177 | Revalues: 38990 | GridSize: 147
Generation 178 | Revalues: 39194 | GridSize: 147
Generation 179 | Revalues: 39408 | GridSize: 150
Generation 180 | Revalues: 39644 | GridSize: 143
Generation 181 | Revalues: 39868 | GridSize: 144
Generation 182 | Revalues: 40100 | GridSize: 148
Generation 183 | Revalues: 40316 | GridSize: 145
Generation 184 | Revalues: 40542 | GridSize: 150
Generation 185 | Revalues: 40748 | GridSize: 149
Generation 186 | Revalues: 40978 | GridSize: 151
Generation 187 | Revalues: 41182 | GridSize: 155
Generation 188 | Revalues: 41400 | GridSize: 144
