Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 320 | GridSize: 6
Generation 2 | Revalues: 538 | GridSize: 11
Generation 3 | Revalues: 760 | GridSize: 7
Generation 4 | Revalues: 1008 | GridSize: 10
Generation 5 | Revalues: 1238 | GridSize: 13
Generation 6 | Revalues: 1444 | GridSize: 12
Generation 7 | Revalues: 1646 | GridSize: 9
Generation 8 | Revalues: 1878 | GridSize: 14
Generation 9 | Revalues: 2100 | GridSize: 22
Generation 10 | Revalues: 2326 | GridSize: 18
Generation 11 | Revalues: 2558 | GridSize: 18
Generation 12 | Revalues: 2756 | GridSize: 17
Generation 13 | Revalues: 2992 | GridSize: 18
Generation 14 | Revalues: 3214 | GridSize: 21
Generation 15 | Revalues: 3412 | GridSize: 19
Generation 16 | Revalues: 3628 | GridSize: 19
Generation 17 | Revalues: 3852 | GridSize: 18
Generation 18 | Revalues: 4098 | GridSize: 18
Generation 19 | Revalues: 4324 | GridSize: 22
Generation 20 | Revalues: 4540 | GridSize: 23
Generation 21 | Revalues: 4760 | GridSize: 21
Generation 22 | Revalues: 5002 | GridSize: 22
Generation 23 | Revalues: 5218 | GridSize: 33
Generation 24 | Revalues: 5432 | GridSize: 29
Generation 25 | Revalues: 5652 | GridSize: 33
Generation 26 | Revalues: 5868 | GridSize: 33
Generation 27 | Revalues: 6098 | GridSize: 36
Generation 28 | Revalues: 6300 | GridSize: 44
Generation 29 | Revalues: 6522 | GridSize: 52
Generation 30 | Revalues: 6750 | GridSize: 56
Generation 31 | Revalues: 6972 | GridSize: 43
Generation 32 | Revalues: 7180 | GridSize: 32
Generation 33 | Revalues: 7396 | GridSize: 37
Generation 34 | Revalues: 7626 | GridSize: 47
Generation 35 | Revalues: 7860 | GridSize: 48
Generation 36 | Revalues: 8062 | GridSize: 44
Generation 37 | Revalues: 8294 | GridSize: 51
Generation 38 | Revalues: 8514 | GridSize: 48
Generation 39 | Revalues: 8724 | GridSize: 55
Generation 40 | Revalues: 8944 | GridSize: 52
Generation 41 | Revalues: 9170 | GridSize: 54
Generation 42 | Revalues: 9400 | GridSize: 44
Generation 43 | Revalues: 9628 | GridSize: 45
Generation 44 | Revalues: 9874 | GridSize: 42
Generation 45 | Revalues: 10100 | GridSize: 45
Generation 46 | Revalues: 10336 | GridSize: 47
Generation 47 | Revalues: 10536 | GridSize: 50
Generation 48 | Revalues: 10748 | GridSize: 57
Generation 49 | Revalues: 10990 | GridSize: 59
Generation 50 | Revalues: 11200 | GridSize: 67
Generation 51 | Revalues: 11410 | GridSize: 51
Generation 52 | Revalues: 11620 | GridSize: 49
Generation 53 | Revalues: 11866 | GridSize: 50
Generation 54 | Revalues: 12080 | GridSize: 58
Generation 55 | Revalues: 12304 | GridSize: 64
Generation 56 | Revalues: 12534 | GridSize: 68
Generation 57 | Revalues: 12762 | GridSize: 59
Generation 58 | Revalues: 12954 | GridSize: 61
Generation 59 | Revalues: 13192 | GridSize: 51
Generation 60 | Revalues: 13410 | GridSize: 51
Generation 61 | Revalues: 13624 | GridSize: 52
Generation 62 | Revalues: 13838 | GridSize: 50
Generation 63 | Revalues: 14074 | GridSize: 57
Generation 64 | Revalues: 14318 | GridSize: 57
Generation 65 | Revalues: 14550 | GridSize: 54
Generation 66 | Revalues: 14756 | GridSize: 46
Generation 67 | Revalues: 14954 | GridSize: 48
Generation 68 | Revalues: 15186 | GridSize: 39
Generation 69 | Revalues: 15416 | GridSize: 37
Generation 70 | Revalues: 15646 | GridSize: 46
Generation 71 | Revalues: 15856 | GridSize: 54
Generation 72 | Revalues: 16076 | GridSize: 53
Generation 73 | Revalues: 16318 | GridSize: 63
Generation 74 | Revalues: 16518 | GridSize: 66
Generation 75 | Revalues: 16742 | GridSize: 71
Generation 76 | Revalues: 16970 | GridSize: 75
Generation 77 | Revalues: 17170 | GridSize: 81
Generation 78 | Revalues: 17398 | GridSize: 84
Generation 79 | Revalues: 17616 | GridSize: 90
Generation 80 | Revalues: 17830 | GridSize: 90
Generation 81 | Revalues: 18054 | GridSize: 90
Generation 82 | Revalues: 18282 | GridSize: 92
Generation 83 | Revalues: 18498 | GridSize: 97
Generation 84 | Revalues: 18718 | GridSize: 103
Generation 85 | Revalues: 18942 | GridSize: 89
Generation 86 | Revalues: 19182 | GridSize: 99
Generation 87 | Revalues: 19382 | GridSize: 104
Generation 88 | Revalues: 19598 | GridSize: 109
Generation 89 | Revalues: 19830 | GridSize: 116
Generation 90 | Revalues: 20046 | GridSize: 118
Generation 91 | Revalues: 20272 | GridSize: 118
Generation 92 | Revalues: 20488 | GridSize: 113
Generation 93 | Revalues: 20698 | GridSize: 110
Generation 94 | Revalues: 20918 | GridSize: 98
Generation 95 | Revalues: 21142 | GridSize: 88
Generation 96 | Revalues: 21362 | GridSize: 90
Generation 97 | Revalues: 21602 | GridSize: 99
Generation 98 | Revalues: 21800 | GridSize: 104
Generation 99 | Revalues: 22070 | GridSize: 109
Generation 100 | Revalues: 22288 | GridSize: 106
Generation 101 | Revalues: 22476 | GridSize: 107
Generation 102 | Revalues: 22694 | GridSize: 100
Generation 103 | Revalues: 22924 | GridSize: 101
Generation 104 | Revalues: 23138 | GridSize: 107
Generation 105 | Revalues: 23374 | GridSize: 108
Generation 106 | Revalues: 23590 | GridSize: 119
Generation 107 | Revalues: 23830 | GridSize: 103
Generation 108 | Revalues: 24062 | GridSize: 106
Generation 109 | Revalues: 24288 | GridSize: 112
Generation 110 | Revalues: 24494 | GridSize: 113
Generation 111 | Revalues: 24712 | GridSize: 115
Generation 112 | Revalues: 24938 | GridSize: 124
Generation 113 | Revalues: 25162 | GridSize: 117
Generation 114 | Revalues: 25386 | GridSize: 116
Generation 115 | Revalues: 25616 | GridSize: 124
Generation 116 | Revalues: 25822 | GridSize: 101
Generation 117 | Revalues: 26044 | GridSize: 103
Generation 118 | Revalues: 26258 | GridSize: 109
Generation 119 | Revalues: 26482 | GridSize: 108
Generation 120 | Revalues: 26712 | GridSize: 107
Generation 121 | Revalues: 26940 | GridSize: 114
Generation 122 | Revalues: 27178 | GridSize: 118
Generation 123 | Revalues: 27392 | GridSize: 109
Generation 124 | Revalues: 27614 | GridSize: 106
Generation 125 | Revalues: 27832 | GridSize: 113
Generation 126 | Revalues: 28042 | GridSize: 114
Generation 127 | Revalues: 28260 | GridSize: 118
Generation 128 | Revalues: 28490 | GridSize: 120
Generation 129 | Revalues: 28716 | GridSize: 112
Generation 130 | Revalues: 28938 | GridSize: 113
Generation 131 | Revalues: 29160 | GridSize: 117
Generation 132 | Revalues: 29366 | GridSize: 125
Generation 133 | Revalues: 29574 | GridSize: 131
Generation 134 | Revalues: 29802 | GridSize: 112
Generation 135 | Revalues: 30030 | GridSize: 120
Generation 136 | Revalues: 30230 | GridSize: 123
Generation 137 | Revalues: 30452 | GridSize: 124
Generation 138 | Revalues: 30682 | GridSize: 118
Generation 139 | Revalues: 30902 | GridSize: 118
Generation 140 | Revalues: 31118 | GridSize: 117
Generation 141 | Revalues: 31342 | GridSize: 117 | LOCAL SEARCH EXECUTED
Generation 142 | Revalues: 838257 | GridSize: 300 | LOCAL SEARCH EXECUTED
