Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 342 | GridSize: 16
Generation 2 | Revalues: 592 | GridSize: 17
Generation 3 | Revalues: 806 | GridSize: 6
Generation 4 | Revalues: 994 | GridSize: 6
Generation 5 | Revalues: 1228 | GridSize: 11
Generation 6 | Revalues: 1452 | GridSize: 11
Generation 7 | Revalues: 1668 | GridSize: 18
Generation 8 | Revalues: 1892 | GridSize: 17
Generation 9 | Revalues: 2082 | GridSize: 16
Generation 10 | Revalues: 2304 | GridSize: 16
Generation 11 | Revalues: 2552 | GridSize: 19
Generation 12 | Revalues: 2784 | GridSize: 20
Generation 13 | Revalues: 3018 | GridSize: 21
Generation 14 | Revalues: 3254 | GridSize: 23
Generation 15 | Revalues: 3494 | GridSize: 25
Generation 16 | Revalues: 3690 | GridSize: 25
Generation 17 | Revalues: 3908 | GridSize: 26
Generation 18 | Revalues: 4132 | GridSize: 22
Generation 19 | Revalues: 4378 | GridSize: 22
Generation 20 | Revalues: 4608 | GridSize: 27
Generation 21 | Revalues: 4812 | GridSize: 26
Generation 22 | Revalues: 5034 | GridSize: 29
Generation 23 | Revalues: 5246 | GridSize: 24
Generation 24 | Revalues: 5480 | GridSize: 16
Generation 25 | Revalues: 5704 | GridSize: 21
Generation 26 | Revalues: 5904 | GridSize: 25
Generation 27 | Revalues: 6112 | GridSize: 20
Generation 28 | Revalues: 6324 | GridSize: 22
Generation 29 | Revalues: 6562 | GridSize: 25
Generation 30 | Revalues: 6794 | GridSize: 25
Generation 31 | Revalues: 7014 | GridSize: 27
Generation 32 | Revalues: 7232 | GridSize: 32
Generation 33 | Revalues: 7444 | GridSize: 38
Generation 34 | Revalues: 7666 | GridSize: 38
Generation 35 | Revalues: 7870 | GridSize: 31
Generation 36 | Revalues: 8078 | GridSize: 22
Generation 37 | Revalues: 8306 | GridSize: 28
Generation 38 | Revalues: 8536 | GridSize: 33
Generation 39 | Revalues: 8778 | GridSize: 40
Generation 40 | Revalues: 8994 | GridSize: 44
Generation 41 | Revalues: 9206 | GridSize: 40
Generation 42 | Revalues: 9418 | GridSize: 44
Generation 43 | Revalues: 9642 | GridSize: 45
Generation 44 | Revalues: 9860 | GridSize: 45
Generation 45 | Revalues: 10064 | GridSize: 45
Generation 46 | Revalues: 10298 | GridSize: 43
Generation 47 | Revalues: 10514 | GridSize: 39
Generation 48 | Revalues: 10702 | GridSize: 38
Generation 49 | Revalues: 10924 | GridSize: 47
Generation 50 | Revalues: 11174 | GridSize: 40
Generation 51 | Revalues: 11392 | GridSize: 44
Generation 52 | Revalues: 11598 | GridSize: 39
Generation 53 | Revalues: 11832 | GridSize: 43
Generation 54 | Revalues: 12042 | GridSize: 35
Generation 55 | Revalues: 12264 | GridSize: 33
Generation 56 | Revalues: 12514 | GridSize: 33
Generation 57 | Revalues: 12732 | GridSize: 36
Generation 58 | Revalues: 12944 | GridSize: 34
Generation 59 | Revalues: 13154 | GridSize: 38
Generation 60 | Revalues: 13400 | GridSize: 45
Generation 61 | Revalues: 13654 | GridSize: 48
Generation 62 | Revalues: 13874 | GridSize: 52
Generation 63 | Revalues: 14086 | GridSize: 52
Generation 64 | Revalues: 14274 | GridSize: 47
Generation 65 | Revalues: 14524 | GridSize: 55
Generation 66 | Revalues: 14752 | GridSize: 50
Generation 67 | Revalues: 14998 | GridSize: 56
Generation 68 | Revalues: 15234 | GridSize: 40
Generation 69 | Revalues: 15430 | GridSize: 42
Generation 70 | Revalues: 15620 | GridSize: 41
Generation 71 | Revalues: 15844 | GridSize: 44
Generation 72 | Revalues: 16052 | GridSize: 43
Generation 73 | Revalues: 16254 | GridSize: 37
Generation 74 | Revalues: 16494 | GridSize: 38
Generation 75 | Revalues: 16710 | GridSize: 38
Generation 76 | Revalues: 16946 | GridSize: 42
Generation 77 | Revalues: 17178 | GridSize: 43
Generation 78 | Revalues: 17386 | GridSize: 40
Generation 79 | Revalues: 17612 | GridSize: 39
Generation 80 | Revalues: 17820 | GridSize: 44
Generation 81 | Revalues: 18044 | GridSize: 43
Generation 82 | Revalues: 18260 | GridSize: 46
Generation 83 | Revalues: 18462 | GridSize: 47
Generation 84 | Revalues: 18672 | GridSize: 42
Generation 85 | Revalues: 18896 | GridSize: 46
Generation 86 | Revalues: 19094 | GridSize: 47
Generation 87 | Revalues: 19312 | GridSize: 44
Generation 88 | Revalues: 19536 | GridSize: 43
Generation 89 | Revalues: 19776 | GridSize: 41
