Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 318 | GridSize: 16
Generation 2 | Revalues: 514 | GridSize: 19
Generation 3 | Revalues: 736 | GridSize: 24
Generation 4 | Revalues: 946 | GridSize: 28
Generation 5 | Revalues: 1150 | GridSize: 34
Generation 6 | Revalues: 1324 | GridSize: 38
Generation 7 | Revalues: 1524 | GridSize: 36
Generation 8 | Revalues: 1712 | GridSize: 37
Generation 9 | Revalues: 1908 | GridSize: 38
Generation 10 | Revalues: 2086 | GridSize: 44
Generation 11 | Revalues: 2292 | GridSize: 45
Generation 12 | Revalues: 2494 | GridSize: 45
Generation 13 | Revalues: 2690 | GridSize: 47
Generation 14 | Revalues: 2876 | GridSize: 43
Generation 15 | Revalues: 3090 | GridSize: 49
Generation 16 | Revalues: 3276 | GridSize: 52
Generation 17 | Revalues: 3466 | GridSize: 57
Generation 18 | Revalues: 3656 | GridSize: 59
Generation 19 | Revalues: 3836 | GridSize: 50
Generation 20 | Revalues: 4040 | GridSize: 51
Generation 21 | Revalues: 4228 | GridSize: 54
Generation 22 | Revalues: 4436 | GridSize: 61
Generation 23 | Revalues: 4612 | GridSize: 67
Generation 24 | Revalues: 4816 | GridSize: 60
Generation 25 | Revalues: 5030 | GridSize: 64
Generation 26 | Revalues: 5264 | GridSize: 61
Generation 27 | Revalues: 5460 | GridSize: 58
Generation 28 | Revalues: 5664 | GridSize: 55
Generation 29 | Revalues: 5870 | GridSize: 58
Generation 30 | Revalues: 6070 | GridSize: 63
Generation 31 | Revalues: 6270 | GridSize: 64
Generation 32 | Revalues: 6460 | GridSize: 62
Generation 33 | Revalues: 6642 | GridSize: 66
Generation 34 | Revalues: 6852 | GridSize: 62
Generation 35 | Revalues: 7028 | GridSize: 68
Generation 36 | Revalues: 7234 | GridSize: 65
Generation 37 | Revalues: 7432 | GridSize: 54
Generation 38 | Revalues: 7620 | GridSize: 55
Generation 39 | Revalues: 7836 | GridSize: 46
Generation 40 | Revalues: 8032 | GridSize: 45
Generation 41 | Revalues: 8222 | GridSize: 44
Generation 42 | Revalues: 8430 | GridSize: 49
Generation 43 | Revalues: 8646 | GridSize: 52
Generation 44 | Revalues: 8848 | GridSize: 53
Generation 45 | Revalues: 9020 | GridSize: 56
Generation 46 | Revalues: 9230 | GridSize: 59
Generation 47 | Revalues: 9418 | GridSize: 60
Generation 48 | Revalues: 9592 | GridSize: 60
Generation 49 | Revalues: 9796 | GridSize: 59
Generation 50 | Revalues: 9992 | GridSize: 64
Generation 51 | Revalues: 10174 | GridSize: 68
Generation 52 | Revalues: 10362 | GridSize: 64
Generation 53 | Revalues: 10572 | GridSize: 68
Generation 54 | Revalues: 10756 | GridSize: 72
Generation 55 | Revalues: 10954 | GridSize: 68
Generation 56 | Revalues: 11134 | GridSize: 68
Generation 57 | Revalues: 11340 | GridSize: 70
Generation 58 | Revalues: 11530 | GridSize: 71
Generation 59 | Revalues: 11736 | GridSize: 76
Generation 60 | Revalues: 11924 | GridSize: 80
Generation 61 | Revalues: 12116 | GridSize: 82
Generation 62 | Revalues: 12308 | GridSize: 79
Generation 63 | Revalues: 12500 | GridSize: 78
Generation 64 | Revalues: 12708 | GridSize: 80
Generation 65 | Revalues: 12914 | GridSize: 74
Generation 66 | Revalues: 13130 | GridSize: 70
Generation 67 | Revalues: 13326 | GridSize: 70
Generation 68 | Revalues: 13548 | GridSize: 62
Generation 69 | Revalues: 13730 | GridSize: 65
Generation 70 | Revalues: 13918 | GridSize: 64
Generation 71 | Revalues: 14090 | GridSize: 67
Generation 72 | Revalues: 14286 | GridSize: 71
Generation 73 | Revalues: 14478 | GridSize: 76
Generation 74 | Revalues: 14666 | GridSize: 79
Generation 75 | Revalues: 14864 | GridSize: 77
Generation 76 | Revalues: 15064 | GridSize: 76
Generation 77 | Revalues: 15268 | GridSize: 72
Generation 78 | Revalues: 15480 | GridSize: 69
Generation 79 | Revalues: 15666 | GridSize: 66
Generation 80 | Revalues: 15868 | GridSize: 71
Generation 81 | Revalues: 16052 | GridSize: 76
Generation 82 | Revalues: 16246 | GridSize: 78
Generation 83 | Revalues: 16442 | GridSize: 78
Generation 84 | Revalues: 16618 | GridSize: 79
Generation 85 | Revalues: 16818 | GridSize: 79
Generation 86 | Revalues: 17056 | GridSize: 75
Generation 87 | Revalues: 17246 | GridSize: 79
Generation 88 | Revalues: 17452 | GridSize: 78
Generation 89 | Revalues: 17654 | GridSize: 72
Generation 90 | Revalues: 17854 | GridSize: 72
Generation 91 | Revalues: 18046 | GridSize: 75
Generation 92 | Revalues: 18254 | GridSize: 76
Generation 93 | Revalues: 18460 | GridSize: 76
Generation 94 | Revalues: 18652 | GridSize: 79
Generation 95 | Revalues: 18834 | GridSize: 81
Generation 96 | Revalues: 19042 | GridSize: 80
Generation 97 | Revalues: 19230 | GridSize: 83
Generation 98 | Revalues: 19412 | GridSize: 87
Generation 99 | Revalues: 19610 | GridSize: 83
Generation 100 | Revalues: 19814 | GridSize: 88
Generation 101 | Revalues: 20010 | GridSize: 88
Generation 102 | Revalues: 20224 | GridSize: 89
Generation 103 | Revalues: 20424 | GridSize: 86
Generation 104 | Revalues: 20622 | GridSize: 86
Generation 105 | Revalues: 20824 | GridSize: 85
Generation 106 | Revalues: 21022 | GridSize: 90
Generation 107 | Revalues: 21202 | GridSize: 92
Generation 108 | Revalues: 21392 | GridSize: 90
Generation 109 | Revalues: 21600 | GridSize: 93
Generation 110 | Revalues: 21790 | GridSize: 96
Generation 111 | Revalues: 22022 | GridSize: 99
Generation 112 | Revalues: 22238 | GridSize: 100
Generation 113 | Revalues: 22430 | GridSize: 101
Generation 114 | Revalues: 22636 | GridSize: 102
Generation 115 | Revalues: 22854 | GridSize: 100
Generation 116 | Revalues: 23040 | GridSize: 103
Generation 117 | Revalues: 23238 | GridSize: 95
Generation 118 | Revalues: 23416 | GridSize: 99
