Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 290 | GridSize: 12
Generation 2 | Revalues: 492 | GridSize: 12
Generation 3 | Revalues: 670 | GridSize: 18
Generation 4 | Revalues: 870 | GridSize: 17
Generation 5 | Revalues: 1052 | GridSize: 21
Generation 6 | Revalues: 1246 | GridSize: 25
Generation 7 | Revalues: 1466 | GridSize: 21
Generation 8 | Revalues: 1674 | GridSize: 19
Generation 9 | Revalues: 1842 | GridSize: 22
Generation 10 | Revalues: 2044 | GridSize: 28
Generation 11 | Revalues: 2242 | GridSize: 28
Generation 12 | Revalues: 2452 | GridSize: 27
Generation 13 | Revalues: 2630 | GridSize: 23
Generation 14 | Revalues: 2842 | GridSize: 25
Generation 15 | Revalues: 3042 | GridSize: 29
Generation 16 | Revalues: 3242 | GridSize: 33
Generation 17 | Revalues: 3442 | GridSize: 38
Generation 18 | Revalues: 3654 | GridSize: 36
Generation 19 | Revalues: 3848 | GridSize: 39
Generation 20 | Revalues: 4012 | GridSize: 41
Generation 21 | Revalues: 4180 | GridSize: 44
Generation 22 | Revalues: 4376 | GridSize: 40
Generation 23 | Revalues: 4554 | GridSize: 45
Generation 24 | Revalues: 4760 | GridSize: 48
Generation 25 | Revalues: 4956 | GridSize: 49
Generation 26 | Revalues: 5180 | GridSize: 40
Generation 27 | Revalues: 5402 | GridSize: 38
Generation 28 | Revalues: 5592 | GridSize: 42
Generation 29 | Revalues: 5800 | GridSize: 43
Generation 30 | Revalues: 5996 | GridSize: 45
Generation 31 | Revalues: 6200 | GridSize: 44
Generation 32 | Revalues: 6422 | GridSize: 47
Generation 33 | Revalues: 6618 | GridSize: 49
Generation 34 | Revalues: 6824 | GridSize: 48
Generation 35 | Revalues: 7002 | GridSize: 48
Generation 36 | Revalues: 7234 | GridSize: 48
Generation 37 | Revalues: 7436 | GridSize: 53
Generation 38 | Revalues: 7634 | GridSize: 56
Generation 39 | Revalues: 7840 | GridSize: 53
Generation 40 | Revalues: 8032 | GridSize: 56
Generation 41 | Revalues: 8222 | GridSize: 54
Generation 42 | Revalues: 8408 | GridSize: 54
Generation 43 | Revalues: 8608 | GridSize: 54
Generation 44 | Revalues: 8798 | GridSize: 55
Generation 45 | Revalues: 9008 | GridSize: 60
Generation 46 | Revalues: 9204 | GridSize: 55
Generation 47 | Revalues: 9392 | GridSize: 56
Generation 48 | Revalues: 9572 | GridSize: 53
Generation 49 | Revalues: 9784 | GridSize: 55
Generation 50 | Revalues: 10002 | GridSize: 57
Generation 51 | Revalues: 10182 | GridSize: 58
Generation 52 | Revalues: 10408 | GridSize: 59
Generation 53 | Revalues: 10598 | GridSize: 61
Generation 54 | Revalues: 10814 | GridSize: 54
Generation 55 | Revalues: 11046 | GridSize: 54
Generation 56 | Revalues: 11226 | GridSize: 53
Generation 57 | Revalues: 11448 | GridSize: 53
Generation 58 | Revalues: 11640 | GridSize: 55
Generation 59 | Revalues: 11844 | GridSize: 58
Generation 60 | Revalues: 12038 | GridSize: 58
Generation 61 | Revalues: 12238 | GridSize: 60
Generation 62 | Revalues: 12446 | GridSize: 61
Generation 63 | Revalues: 12652 | GridSize: 60
Generation 64 | Revalues: 12840 | GridSize: 63
Generation 65 | Revalues: 13068 | GridSize: 64
Generation 66 | Revalues: 13254 | GridSize: 66
Generation 67 | Revalues: 13442 | GridSize: 67
Generation 68 | Revalues: 13628 | GridSize: 67
Generation 69 | Revalues: 13818 | GridSize: 67
Generation 70 | Revalues: 14020 | GridSize: 70
Generation 71 | Revalues: 14218 | GridSize: 69
Generation 72 | Revalues: 14420 | GridSize: 65
Generation 73 | Revalues: 14604 | GridSize: 66
Generation 74 | Revalues: 14810 | GridSize: 66
Generation 75 | Revalues: 15016 | GridSize: 62
Generation 76 | Revalues: 15224 | GridSize: 60
Generation 77 | Revalues: 15422 | GridSize: 61
Generation 78 | Revalues: 15626 | GridSize: 63
Generation 79 | Revalues: 15818 | GridSize: 64
Generation 80 | Revalues: 16008 | GridSize: 65
Generation 81 | Revalues: 16216 | GridSize: 66
Generation 82 | Revalues: 16434 | GridSize: 66
Generation 83 | Revalues: 16624 | GridSize: 63
Generation 84 | Revalues: 16816 | GridSize: 64
Generation 85 | Revalues: 17022 | GridSize: 63
Generation 86 | Revalues: 17218 | GridSize: 62
Generation 87 | Revalues: 17414 | GridSize: 62
Generation 88 | Revalues: 17602 | GridSize: 65
Generation 89 | Revalues: 17802 | GridSize: 67
Generation 90 | Revalues: 18026 | GridSize: 66
Generation 91 | Revalues: 18214 | GridSize: 68
Generation 92 | Revalues: 18410 | GridSize: 69
Generation 93 | Revalues: 18618 | GridSize: 70
Generation 94 | Revalues: 18806 | GridSize: 66
Generation 95 | Revalues: 19010 | GridSize: 62
Generation 96 | Revalues: 19206 | GridSize: 64
Generation 97 | Revalues: 19392 | GridSize: 63
Generation 98 | Revalues: 19604 | GridSize: 64
Generation 99 | Revalues: 19804 | GridSize: 62
Generation 100 | Revalues: 19982 | GridSize: 64
Generation 101 | Revalues: 20192 | GridSize: 60
Generation 102 | Revalues: 20402 | GridSize: 62
Generation 103 | Revalues: 20594 | GridSize: 58
Generation 104 | Revalues: 20778 | GridSize: 56
Generation 105 | Revalues: 20970 | GridSize: 57
Generation 106 | Revalues: 21162 | GridSize: 58
Generation 107 | Revalues: 21346 | GridSize: 59
Generation 108 | Revalues: 21524 | GridSize: 59
Generation 109 | Revalues: 21726 | GridSize: 59
Generation 110 | Revalues: 21902 | GridSize: 59
Generation 111 | Revalues: 22102 | GridSize: 60
Generation 112 | Revalues: 22292 | GridSize: 59
Generation 113 | Revalues: 22480 | GridSize: 60
Generation 114 | Revalues: 22678 | GridSize: 59
Generation 115 | Revalues: 22890 | GridSize: 60
Generation 116 | Revalues: 23110 | GridSize: 56
Generation 117 | Revalues: 23320 | GridSize: 57
Generation 118 | Revalues: 23524 | GridSize: 56
Generation 119 | Revalues: 23726 | GridSize: 57
Generation 120 | Revalues: 23918 | GridSize: 57
Generation 121 | Revalues: 24130 | GridSize: 58
Generation 122 | Revalues: 24316 | GridSize: 58
Generation 123 | Revalues: 24524 | GridSize: 60
Generation 124 | Revalues: 24746 | GridSize: 62
Generation 125 | Revalues: 24912 | GridSize: 65
Generation 126 | Revalues: 25130 | GridSize: 63
Generation 127 | Revalues: 25338 | GridSize: 64
Generation 128 | Revalues: 25518 | GridSize: 63
Generation 129 | Revalues: 25734 | GridSize: 59
Generation 130 | Revalues: 25934 | GridSize: 62
Generation 131 | Revalues: 26126 | GridSize: 65
Generation 132 | Revalues: 26324 | GridSize: 62
Generation 133 | Revalues: 26518 | GridSize: 65
Generation 134 | Revalues: 26718 | GridSize: 66
Generation 135 | Revalues: 26888 | GridSize: 66
Generation 136 | Revalues: 27078 | GridSize: 67
Generation 137 | Revalues: 27264 | GridSize: 66
Generation 138 | Revalues: 27468 | GridSize: 67
Generation 139 | Revalues: 27688 | GridSize: 68
Generation 140 | Revalues: 27892 | GridSize: 67
Generation 141 | Revalues: 28096 | GridSize: 68
Generation 142 | Revalues: 28288 | GridSize: 69
Generation 143 | Revalues: 28468 | GridSize: 70
Generation 144 | Revalues: 28642 | GridSize: 70
Generation 145 | Revalues: 28844 | GridSize: 72
Generation 146 | Revalues: 29038 | GridSize: 73
Generation 147 | Revalues: 29218 | GridSize: 73
Generation 148 | Revalues: 29438 | GridSize: 71
Generation 149 | Revalues: 29630 | GridSize: 75
Generation 150 | Revalues: 29842 | GridSize: 76
Generation 151 | Revalues: 30046 | GridSize: 77
Generation 152 | Revalues: 30250 | GridSize: 76
Generation 153 | Revalues: 30444 | GridSize: 75
Generation 154 | Revalues: 30646 | GridSize: 77
Generation 155 | Revalues: 30834 | GridSize: 78
Generation 156 | Revalues: 31044 | GridSize: 76
Generation 157 | Revalues: 31250 | GridSize: 77
Generation 158 | Revalues: 31476 | GridSize: 77
Generation 159 | Revalues: 31686 | GridSize: 77
Generation 160 | Revalues: 31870 | GridSize: 77
Generation 161 | Revalues: 32080 | GridSize: 77
Generation 162 | Revalues: 32282 | GridSize: 75
Generation 163 | Revalues: 32478 | GridSize: 75
Generation 164 | Revalues: 32670 | GridSize: 76
Generation 165 | Revalues: 32886 | GridSize: 77
Generation 166 | Revalues: 33094 | GridSize: 77
Generation 167 | Revalues: 33322 | GridSize: 77
Generation 168 | Revalues: 33550 | GridSize: 74
Generation 169 | Revalues: 33728 | GridSize: 76
Generation 170 | Revalues: 33934 | GridSize: 74
Generation 171 | Revalues: 34140 | GridSize: 69
