Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 318 | GridSize: 12
Generation 2 | Revalues: 520 | GridSize: 17
Generation 3 | Revalues: 726 | GridSize: 18
Generation 4 | Revalues: 944 | GridSize: 24
Generation 5 | Revalues: 1152 | GridSize: 23
Generation 6 | Revalues: 1336 | GridSize: 29
Generation 7 | Revalues: 1508 | GridSize: 29
Generation 8 | Revalues: 1694 | GridSize: 32
Generation 9 | Revalues: 1880 | GridSize: 27
Generation 10 | Revalues: 2108 | GridSize: 29
Generation 11 | Revalues: 2286 | GridSize: 32
Generation 12 | Revalues: 2488 | GridSize: 37
Generation 13 | Revalues: 2682 | GridSize: 41
Generation 14 | Revalues: 2900 | GridSize: 40
Generation 15 | Revalues: 3102 | GridSize: 37
Generation 16 | Revalues: 3284 | GridSize: 44
Generation 17 | Revalues: 3492 | GridSize: 40
Generation 18 | Revalues: 3682 | GridSize: 40
Generation 19 | Revalues: 3902 | GridSize: 43
Generation 20 | Revalues: 4094 | GridSize: 41
Generation 21 | Revalues: 4312 | GridSize: 46
Generation 22 | Revalues: 4494 | GridSize: 50
Generation 23 | Revalues: 4700 | GridSize: 57
Generation 24 | Revalues: 4912 | GridSize: 56
Generation 25 | Revalues: 5136 | GridSize: 57
Generation 26 | Revalues: 5352 | GridSize: 40
Generation 27 | Revalues: 5536 | GridSize: 40
Generation 28 | Revalues: 5718 | GridSize: 51
Generation 29 | Revalues: 5912 | GridSize: 51
Generation 30 | Revalues: 6088 | GridSize: 51
Generation 31 | Revalues: 6302 | GridSize: 45
Generation 32 | Revalues: 6512 | GridSize: 47
Generation 33 | Revalues: 6724 | GridSize: 50
Generation 34 | Revalues: 6914 | GridSize: 50
Generation 35 | Revalues: 7114 | GridSize: 49
Generation 36 | Revalues: 7342 | GridSize: 51
Generation 37 | Revalues: 7536 | GridSize: 52
Generation 38 | Revalues: 7760 | GridSize: 49
Generation 39 | Revalues: 7960 | GridSize: 45
Generation 40 | Revalues: 8166 | GridSize: 44
Generation 41 | Revalues: 8384 | GridSize: 39
Generation 42 | Revalues: 8574 | GridSize: 41
Generation 43 | Revalues: 8758 | GridSize: 43
Generation 44 | Revalues: 8956 | GridSize: 41
Generation 45 | Revalues: 9140 | GridSize: 43
Generation 46 | Revalues: 9346 | GridSize: 51
Generation 47 | Revalues: 9552 | GridSize: 53
Generation 48 | Revalues: 9762 | GridSize: 52
Generation 49 | Revalues: 9964 | GridSize: 53
Generation 50 | Revalues: 10154 | GridSize: 47
Generation 51 | Revalues: 10362 | GridSize: 48
Generation 52 | Revalues: 10568 | GridSize: 48
Generation 53 | Revalues: 10750 | GridSize: 48
Generation 54 | Revalues: 10954 | GridSize: 52
Generation 55 | Revalues: 11168 | GridSize: 54
Generation 56 | Revalues: 11338 | GridSize: 54
Generation 57 | Revalues: 11554 | GridSize: 57
Generation 58 | Revalues: 11744 | GridSize: 59
Generation 59 | Revalues: 11940 | GridSize: 63
Generation 60 | Revalues: 12154 | GridSize: 64
Generation 61 | Revalues: 12350 | GridSize: 68
Generation 62 | Revalues: 12548 | GridSize: 68
Generation 63 | Revalues: 12738 | GridSize: 72
Generation 64 | Revalues: 12940 | GridSize: 71
Generation 65 | Revalues: 13148 | GridSize: 68
Generation 66 | Revalues: 13338 | GridSize: 71
Generation 67 | Revalues: 13530 | GridSize: 74
Generation 68 | Revalues: 13736 | GridSize: 82
Generation 69 | Revalues: 13952 | GridSize: 81
Generation 70 | Revalues: 14150 | GridSize: 68
Generation 71 | Revalues: 14356 | GridSize: 79
Generation 72 | Revalues: 14540 | GridSize: 78
Generation 73 | Revalues: 14730 | GridSize: 72
Generation 74 | Revalues: 14942 | GridSize: 67
Generation 75 | Revalues: 15132 | GridSize: 62
Generation 76 | Revalues: 15338 | GridSize: 66
Generation 77 | Revalues: 15542 | GridSize: 67
Generation 78 | Revalues: 15736 | GridSize: 63
Generation 79 | Revalues: 15964 | GridSize: 66
Generation 80 | Revalues: 16152 | GridSize: 65
Generation 81 | Revalues: 16362 | GridSize: 63
