Generation 0 | Revalues: 100 | GridSize: 8
Generation 1 | Revalues: 292 | GridSize: 23
Generation 2 | Revalues: 492 | GridSize: 38
Generation 3 | Revalues: 708 | GridSize: 34
Generation 4 | Revalues: 940 | GridSize: 38
Generation 5 | Revalues: 1164 | GridSize: 50
Generation 6 | Revalues: 1322 | GridSize: 54
Generation 7 | Revalues: 1528 | GridSize: 58
Generation 8 | Revalues: 1732 | GridSize: 47
Generation 9 | Revalues: 1936 | GridSize: 47
Generation 10 | Revalues: 2120 | GridSize: 55
Generation 11 | Revalues: 2330 | GridSize: 55
Generation 12 | Revalues: 2522 | GridSize: 51
Generation 13 | Revalues: 2734 | GridSize: 49
Generation 14 | Revalues: 2934 | GridSize: 50
Generation 15 | Revalues: 3142 | GridSize: 51
Generation 16 | Revalues: 3340 | GridSize: 52
Generation 17 | Revalues: 3526 | GridSize: 54
Generation 18 | Revalues: 3740 | GridSize: 55
Generation 19 | Revalues: 3934 | GridSize: 55
Generation 20 | Revalues: 4130 | GridSize: 54
Generation 21 | Revalues: 4328 | GridSize: 57
Generation 22 | Revalues: 4526 | GridSize: 58
Generation 23 | Revalues: 4734 | GridSize: 59
Generation 24 | Revalues: 4922 | GridSize: 63
Generation 25 | Revalues: 5126 | GridSize: 60
Generation 26 | Revalues: 5336 | GridSize: 60
Generation 27 | Revalues: 5544 | GridSize: 64
Generation 28 | Revalues: 5752 | GridSize: 64
Generation 29 | Revalues: 5942 | GridSize: 63
Generation 30 | Revalues: 6158 | GridSize: 68
Generation 31 | Revalues: 6346 | GridSize: 68
Generation 32 | Revalues: 6560 | GridSize: 70
Generation 33 | Revalues: 6754 | GridSize: 69
Generation 34 | Revalues: 6970 | GridSize: 72
Generation 35 | Revalues: 7192 | GridSize: 76
Generation 36 | Revalues: 7386 | GridSize: 77
Generation 37 | Revalues: 7580 | GridSize: 79
Generation 38 | Revalues: 7780 | GridSize: 78
Generation 39 | Revalues: 7986 | GridSize: 82
Generation 40 | Revalues: 8184 | GridSize: 70
Generation 41 | Revalues: 8390 | GridSize: 71
Generation 42 | Revalues: 8604 | GridSize: 67
Generation 43 | Revalues: 8806 | GridSize: 70
Generation 44 | Revalues: 9008 | GridSize: 69
Generation 45 | Revalues: 9190 | GridSize: 65
Generation 46 | Revalues: 9392 | GridSize: 66
Generation 47 | Revalues: 9588 | GridSize: 67
Generation 48 | Revalues: 9762 | GridSize: 70
Generation 49 | Revalues: 9952 | GridSize: 68
Generation 50 | Revalues: 10150 | GridSize: 70
Generation 51 | Revalues: 10380 | GridSize: 75
Generation 52 | Revalues: 10602 | GridSize: 76
Generation 53 | Revalues: 10796 | GridSize: 75
Generation 54 | Revalues: 11016 | GridSize: 73
Generation 55 | Revalues: 11200 | GridSize: 70
Generation 56 | Revalues: 11408 | GridSize: 68
Generation 57 | Revalues: 11624 | GridSize: 67
Generation 58 | Revalues: 11812 | GridSize: 62
Generation 59 | Revalues: 12006 | GridSize: 72
Generation 60 | Revalues: 12208 | GridSize: 70
Generation 61 | Revalues: 12410 | GridSize: 73
Generation 62 | Revalues: 12638 | GridSize: 73
Generation 63 | Revalues: 12838 | GridSize: 71
Generation 64 | Revalues: 13008 | GridSize: 69
Generation 65 | Revalues: 13206 | GridSize: 67
Generation 66 | Revalues: 13408 | GridSize: 68
Generation 67 | Revalues: 13600 | GridSize: 61
Generation 68 | Revalues: 13780 | GridSize: 64
Generation 69 | Revalues: 13986 | GridSize: 64
Generation 70 | Revalues: 14166 | GridSize: 60
Generation 71 | Revalues: 14348 | GridSize: 67
Generation 72 | Revalues: 14546 | GridSize: 69
Generation 73 | Revalues: 14742 | GridSize: 73
Generation 74 | Revalues: 14934 | GridSize: 71
Generation 75 | Revalues: 15144 | GridSize: 72
Generation 76 | Revalues: 15356 | GridSize: 79
Generation 77 | Revalues: 15556 | GridSize: 83
Generation 78 | Revalues: 15792 | GridSize: 84
Generation 79 | Revalues: 16004 | GridSize: 85
Generation 80 | Revalues: 16194 | GridSize: 84
Generation 81 | Revalues: 16414 | GridSize: 79
Generation 82 | Revalues: 16628 | GridSize: 78
Generation 83 | Revalues: 16836 | GridSize: 75
Generation 84 | Revalues: 17064 | GridSize: 81 | LOCAL SEARCH EXECUTED
Generation 85 | Revalues: 909739 | GridSize: 300 | LOCAL SEARCH EXECUTED
