Generation 0 | Revalues: 100 | GridSize: 9
Generation 1 | Revalues: 302 | GridSize: 7
Generation 2 | Revalues: 534 | GridSize: 9
Generation 3 | Revalues: 716 | GridSize: 5
Generation 4 | Revalues: 944 | GridSize: 8
Generation 5 | Revalues: 1160 | GridSize: 10
Generation 6 | Revalues: 1400 | GridSize: 10
Generation 7 | Revalues: 1602 | GridSize: 9
Generation 8 | Revalues: 1822 | GridSize: 10
Generation 9 | Revalues: 2054 | GridSize: 10
Generation 10 | Revalues: 2300 | GridSize: 17
Generation 11 | Revalues: 2524 | GridSize: 13
Generation 12 | Revalues: 2718 | GridSize: 12
Generation 13 | Revalues: 2940 | GridSize: 16
Generation 14 | Revalues: 3144 | GridSize: 17
Generation 15 | Revalues: 3358 | GridSize: 19
Generation 16 | Revalues: 3566 | GridSize: 21
Generation 17 | Revalues: 3784 | GridSize: 17
Generation 18 | Revalues: 4020 | GridSize: 17
Generation 19 | Revalues: 4226 | GridSize: 18
Generation 20 | Revalues: 4472 | GridSize: 13
Generation 21 | Revalues: 4700 | GridSize: 13
Generation 22 | Revalues: 4946 | GridSize: 14
Generation 23 | Revalues: 5188 | GridSize: 15
Generation 24 | Revalues: 5414 | GridSize: 15
Generation 25 | Revalues: 5632 | GridSize: 16
Generation 26 | Revalues: 5828 | GridSize: 10
Generation 27 | Revalues: 6058 | GridSize: 11
Generation 28 | Revalues: 6282 | GridSize: 11
Generation 29 | Revalues: 6482 | GridSize: 14
Generation 30 | Revalues: 6706 | GridSize: 14
Generation 31 | Revalues: 6912 | GridSize: 14
Generation 32 | Revalues: 7126 | GridSize: 13
Generation 33 | Revalues: 7328 | GridSize: 15
Generation 34 | Revalues: 7546 | GridSize: 16
Generation 35 | Revalues: 7772 | GridSize: 17
Generation 36 | Revalues: 7998 | GridSize: 19
Generation 37 | Revalues: 8226 | GridSize: 17
Generation 38 | Revalues: 8434 | GridSize: 14
Generation 39 | Revalues: 8654 | GridSize: 13
Generation 40 | Revalues: 8902 | GridSize: 14
Generation 41 | Revalues: 9104 | GridSize: 14
Generation 42 | Revalues: 9306 | GridSize: 16
Generation 43 | Revalues: 9516 | GridSize: 17
Generation 44 | Revalues: 9732 | GridSize: 18
Generation 45 | Revalues: 9932 | GridSize: 20
Generation 46 | Revalues: 10148 | GridSize: 21
Generation 47 | Revalues: 10362 | GridSize: 20
Generation 48 | Revalues: 10594 | GridSize: 20
Generation 49 | Revalues: 10824 | GridSize: 25
Generation 50 | Revalues: 11036 | GridSize: 18
Generation 51 | Revalues: 11252 | GridSize: 13
