Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 338 | GridSize: 21
Generation 2 | Revalues: 572 | GridSize: 19
Generation 3 | Revalues: 778 | GridSize: 25
Generation 4 | Revalues: 966 | GridSize: 20
Generation 5 | Revalues: 1146 | GridSize: 21
Generation 6 | Revalues: 1352 | GridSize: 17
Generation 7 | Revalues: 1540 | GridSize: 18
Generation 8 | Revalues: 1724 | GridSize: 20
Generation 9 | Revalues: 1918 | GridSize: 22
Generation 10 | Revalues: 2094 | GridSize: 27
Generation 11 | Revalues: 2274 | GridSize: 32
Generation 12 | Revalues: 2482 | GridSize: 30
Generation 13 | Revalues: 2710 | GridSize: 33
Generation 14 | Revalues: 2908 | GridSize: 29
Generation 15 | Revalues: 3096 | GridSize: 31
Generation 16 | Revalues: 3310 | GridSize: 32
Generation 17 | Revalues: 3512 | GridSize: 31
Generation 18 | Revalues: 3690 | GridSize: 32
Generation 19 | Revalues: 3890 | GridSize: 35
Generation 20 | Revalues: 4068 | GridSize: 37
Generation 21 | Revalues: 4230 | GridSize: 40
Generation 22 | Revalues: 4440 | GridSize: 40
Generation 23 | Revalues: 4624 | GridSize: 40
Generation 24 | Revalues: 4792 | GridSize: 41
Generation 25 | Revalues: 5000 | GridSize: 46
Generation 26 | Revalues: 5186 | GridSize: 49
Generation 27 | Revalues: 5408 | GridSize: 45
Generation 28 | Revalues: 5598 | GridSize: 46
Generation 29 | Revalues: 5826 | GridSize: 44
Generation 30 | Revalues: 6040 | GridSize: 45
Generation 31 | Revalues: 6248 | GridSize: 46
Generation 32 | Revalues: 6436 | GridSize: 46
Generation 33 | Revalues: 6642 | GridSize: 48
Generation 34 | Revalues: 6842 | GridSize: 48
Generation 35 | Revalues: 7054 | GridSize: 51
Generation 36 | Revalues: 7228 | GridSize: 54
Generation 37 | Revalues: 7424 | GridSize: 54
Generation 38 | Revalues: 7618 | GridSize: 53
Generation 39 | Revalues: 7802 | GridSize: 54
Generation 40 | Revalues: 8010 | GridSize: 54
Generation 41 | Revalues: 8208 | GridSize: 51
Generation 42 | Revalues: 8388 | GridSize: 51
Generation 43 | Revalues: 8586 | GridSize: 52
Generation 44 | Revalues: 8772 | GridSize: 53
Generation 45 | Revalues: 8958 | GridSize: 51
Generation 46 | Revalues: 9152 | GridSize: 53
Generation 47 | Revalues: 9366 | GridSize: 53
Generation 48 | Revalues: 9524 | GridSize: 55
Generation 49 | Revalues: 9712 | GridSize: 55
Generation 50 | Revalues: 9912 | GridSize: 58
Generation 51 | Revalues: 10104 | GridSize: 59
Generation 52 | Revalues: 10304 | GridSize: 59
Generation 53 | Revalues: 10516 | GridSize: 64
Generation 54 | Revalues: 10730 | GridSize: 65
Generation 55 | Revalues: 10922 | GridSize: 63
Generation 56 | Revalues: 11144 | GridSize: 64
Generation 57 | Revalues: 11348 | GridSize: 64
Generation 58 | Revalues: 11546 | GridSize: 65
Generation 59 | Revalues: 11740 | GridSize: 67
Generation 60 | Revalues: 11914 | GridSize: 64
Generation 61 | Revalues: 12102 | GridSize: 64
Generation 62 | Revalues: 12302 | GridSize: 64
Generation 63 | Revalues: 12490 | GridSize: 66
Generation 64 | Revalues: 12698 | GridSize: 65
Generation 65 | Revalues: 12900 | GridSize: 64
Generation 66 | Revalues: 13094 | GridSize: 62
Generation 67 | Revalues: 13316 | GridSize: 63
Generation 68 | Revalues: 13536 | GridSize: 65
Generation 69 | Revalues: 13740 | GridSize: 68
Generation 70 | Revalues: 13944 | GridSize: 59
Generation 71 | Revalues: 14150 | GridSize: 61
Generation 72 | Revalues: 14348 | GridSize: 62
Generation 73 | Revalues: 14562 | GridSize: 62
Generation 74 | Revalues: 14752 | GridSize: 60
Generation 75 | Revalues: 14960 | GridSize: 61
Generation 76 | Revalues: 15174 | GridSize: 63
Generation 77 | Revalues: 15378 | GridSize: 62
Generation 78 | Revalues: 15560 | GridSize: 62
Generation 79 | Revalues: 15758 | GridSize: 63
Generation 80 | Revalues: 15954 | GridSize: 62
Generation 81 | Revalues: 16162 | GridSize: 63
Generation 82 | Revalues: 16364 | GridSize: 63
Generation 83 | Revalues: 16574 | GridSize: 63
Generation 84 | Revalues: 16770 | GridSize: 63
Generation 85 | Revalues: 16938 | GridSize: 64
Generation 86 | Revalues: 17126 | GridSize: 64
Generation 87 | Revalues: 17332 | GridSize: 64
Generation 88 | Revalues: 17534 | GridSize: 64
Generation 89 | Revalues: 17726 | GridSize: 65
Generation 90 | Revalues: 17908 | GridSize: 65
Generation 91 | Revalues: 18118 | GridSize: 66
Generation 92 | Revalues: 18320 | GridSize: 67
